id_municipio,municipio,sigla_uf,regiao,municipio_visto_2023,uf_vista_2023,status_dominio_modelo,n_alunos,taxa_alfabetizacao_real,taxa_risco_real,probabilidade_media_alfabetizado,probabilidade_media_risco,taxa_sinalizada_risco,carga_risco_estimada,gap_probabilidade_vs_risco_real,rank_probabilidade_risco_geral,rank_carga_risco_geral,percentil_risco_modelo,faixa_risco_relativo
2414753,Venha-Ver,RN,Nordeste,True,True,DOMINIO_FORTE,13,0.5384615384615384,0.4615384615384615,0.3019854693531855,0.6980145306468144,1.0,9.074188898408588,0.2364760691083529,19,4973,0.9967373572593801,top_10_percent
1703909,Caseara,TO,Norte,True,True,DOMINIO_FORTE,60,0.3166666666666666,0.6833333333333333,0.302153407680134,0.697846592319866,1.0,41.87079553919196,0.014513258986532662,20,2693,0.9965560993293456,top_10_percent
2807600,Umbaúba,SE,Nordeste,True,True,DOMINIO_FORTE,183,0.3934426229508196,0.6065573770491803,0.3025274314560758,0.6974725685439243,1.0,127.63748004353813,0.09091519149474392,21,1047,0.9963748413993112,top_10_percent
2806800,São Domingos,SE,Nordeste,True,True,DOMINIO_FORTE,47,0.2978723404255319,0.7021276595744681,0.3031681124933337,0.6968318875066664,1.0,32.75109871281332,-0.005295772067801741,22,3115,0.9961935834692768,top_10_percent
2410306,Serra Caiada,RN,Nordeste,True,True,DOMINIO_FORTE,66,0.4090909090909091,0.5909090909090909,0.3069230007208831,0.6930769992791168,1.0,45.74308195242171,0.10216790837002587,23,2540,0.9960123255392423,top_10_percent
2803203,Itaporanga d'Ajuda,SE,Nordeste,True,True,DOMINIO_FORTE,345,0.4028985507246377,0.5971014492753624,0.3072609193160004,0.6927390806839995,1.0,238.9949828359798,0.09563763140863712,24,568,0.9958310676092079,top_10_percent
2805406,Poço Redondo,SE,Nordeste,True,True,DOMINIO_FORTE,345,0.2666666666666666,0.7333333333333333,0.3074573391591189,0.6925426608408811,1.0,238.927217990104,-0.04079067249245216,25,569,0.9956498096791735,top_10_percent
2805703,Propriá,SE,Nordeste,True,True,DOMINIO_FORTE,193,0.3626943005181347,0.6373056994818653,0.3092128424939913,0.6907871575060086,1.0,133.32192139865967,0.05348145802414328,26,1008,0.9954685517491391,top_10_percent
2800209,Aquidabã,SE,Nordeste,True,True,DOMINIO_FORTE,86,0.2093023255813953,0.7906976744186046,0.3099970301598833,0.6900029698401167,1.0,59.34025540625003,-0.10069470457848795,27,2110,0.9952872938191046,top_10_percent
2804003,Maruim,SE,Nordeste,True,True,DOMINIO_FORTE,122,0.3114754098360656,0.6885245901639344,0.3103048931258251,0.6896951068741749,1.0,84.14280303864933,0.0011705167102404879,28,1586,0.9951060358890701,top_10_percent
2806404,Santana do São Francisco,SE,Nordeste,True,True,DOMINIO_FORTE,89,0.2247191011235955,0.7752808988764045,0.31228508558389,0.68771491441611,1.0,61.20662738303379,-0.08756598446029451,29,2054,0.9949247779590357,top_10_percent
2924405,Pilão Arcado,BA,Nordeste,True,True,DOMINIO_FORTE,391,0.2250639386189258,0.7749360613810742,0.313098395739921,0.6869016042600791,1.0,268.5785272656909,-0.08803445712099511,30,494,0.9947435200290012,top_10_percent
1718501,Recursolândia,TO,Norte,True,True,DOMINIO_FORTE,48,0.5,0.5,0.3132568734911596,0.6867431265088403,1.0,32.963670072424335,0.18674312650884028,31,3101,0.9945622620989668,top_10_percent
2923050,Novo Triunfo,BA,Nordeste,True,True,DOMINIO_FORTE,64,0.390625,0.609375,0.3134415130362353,0.6865584869637646,1.0,43.93974316568094,0.07718348696376465,32,2603,0.9943810041689324,top_10_percent
2802106,Estância,SE,Nordeste,True,True,DOMINIO_FORTE,537,0.3147113594040968,0.6852886405959032,0.3152613564423959,0.684738643557604,1.0,367.7046515904334,-0.0005499970382991659,33,356,0.994199746238898,top_10_percent
2804508,Nossa Senhora da Glória,SE,Nordeste,True,True,DOMINIO_FORTE,434,0.3778801843317972,0.6221198156682027,0.3173330816410107,0.6826669183589893,1.0,296.27744256780136,0.06054710269078656,34,447,0.9940184883088635,top_10_percent
1707405,Esperantina,TO,Norte,True,True,DOMINIO_FORTE,99,0.4747474747474747,0.5252525252525253,0.3175281755355341,0.6824718244644659,1.0,67.56471062198212,0.15721929921194056,35,1941,0.9938372303788291,top_10_percent
2806206,Salgado,SE,Nordeste,True,True,DOMINIO_FORTE,175,0.4514285714285714,0.5485714285714286,0.3175284821009451,0.6824715178990549,1.0,119.43251563233461,0.13390008932762631,36,1119,0.9936559724487947,top_10_percent
2801009,Campo do Brito,SE,Nordeste,True,True,DOMINIO_FORTE,124,0.3548387096774194,0.6451612903225806,0.318292571373339,0.681707428626661,1.0,84.53172114970596,0.03654613830408038,37,1582,0.9934747145187602,top_10_percent
2803401,Japoatã,SE,Nordeste,True,True,DOMINIO_FORTE,137,0.3941605839416058,0.6058394160583942,0.3194251207190027,0.6805748792809972,1.0,93.23875846149662,0.07473546322260305,38,1446,0.9932934565887258,top_10_percent
2800308,Aracaju,SE,Nordeste,True,True,DOMINIO_FORTE,3664,0.4443231441048035,0.5556768558951966,0.3196878349541327,0.6803121650458672,1.0,2492.6637727280577,0.12463530915067067,39,29,0.9931121986586913,top_10_percent
2804706,Nossa Senhora de Lourdes,SE,Nordeste,True,True,DOMINIO_FORTE,60,0.5833333333333334,0.4166666666666667,0.3223012306168135,0.6776987693831864,1.0,40.661926162991186,0.2610321027165197,40,2747,0.9929309407286568,top_10_percent
2924108,Pedrão,BA,Nordeste,True,True,DOMINIO_FORTE,30,0.1333333333333333,0.8666666666666667,0.3226080280694935,0.6773919719305064,1.0,20.321759157915192,-0.18927469473616032,41,3935,0.9927496827986224,top_10_percent
2401305,Campo Grande,RN,Nordeste,True,True,DOMINIO_FORTE,71,0.4507042253521127,0.5492957746478874,0.322871607671588,0.6771283923284119,1.0,48.07611585531725,0.12783261768052456,42,2466,0.992568424868588,top_10_percent
2800506,Areia Branca,SE,Nordeste,True,True,DOMINIO_FORTE,147,0.4557823129251701,0.54421768707483,0.3233811248099998,0.6766188751900002,1.0,99.46297465293003,0.1324011881151702,43,1354,0.9923871669385536,top_10_percent
2402907,Coronel João Pessoa,RN,Nordeste,True,True,DOMINIO_FORTE,40,0.475,0.525,0.3241109259494724,0.6758890740505276,1.0,27.035562962021103,0.15088907405052754,44,3450,0.9922059090085191,top_10_percent
2900504,Érico Cardoso,BA,Nordeste,True,True,DOMINIO_FORTE,43,0.3720930232558139,0.627906976744186,0.3246782038199917,0.6753217961800082,1.0,29.038837235740353,0.04741481943582215,45,3328,0.9920246510784847,top_10_percent
2400505,Alexandria,RN,Nordeste,True,True,DOMINIO_FORTE,134,0.5895522388059702,0.4104477611940298,0.3262517388244684,0.6737482611755317,1.0,90.28226699752125,0.26330049998150185,46,1486,0.9918433931484503,top_10_percent
2804300,Muribeca,SE,Nordeste,True,True,DOMINIO_FORTE,35,0.2285714285714285,0.7714285714285715,0.3263809817641025,0.6736190182358974,1.0,23.57666563825641,-0.09780955319267404,47,3688,0.9916621352184158,top_10_percent
1702901,Axixá do Tocantins,TO,Norte,True,True,DOMINIO_FORTE,97,0.4020618556701031,0.5979381443298969,0.3287265561714436,0.6712734438285564,1.0,65.11352405136996,0.07333529949865947,48,1982,0.9914808772883814,top_10_percent
2804201,Monte Alegre de Sergipe,SE,Nordeste,True,True,DOMINIO_FORTE,169,0.3550295857988165,0.6449704142011834,0.3288919752378879,0.6711080247621122,1.0,113.41725618479695,0.02613761056092878,49,1184,0.9912996193583469,top_10_percent
2921500,Monte Santo,BA,Nordeste,True,True,DOMINIO_FORTE,251,0.2749003984063745,0.7250996015936255,0.3289008387862092,0.6710991612137909,1.0,168.44588946466152,-0.05400044037983465,50,808,0.9911183614283124,top_10_percent
2802205,Feira Nova,SE,Nordeste,True,True,DOMINIO_FORTE,86,0.2558139534883721,0.7441860465116279,0.3290743634685683,0.6709256365314317,1.0,57.699604741703126,-0.07326040998019623,51,2154,0.990937103498278,top_10_percent
2923308,Ouriçangas,BA,Nordeste,True,True,DOMINIO_FORTE,85,0.5058823529411764,0.4941176470588235,0.3301786088089499,0.6698213911910501,1.0,56.93481825123926,0.1757037441322266,52,2174,0.9907558455682436,top_10_percent
2909901,Curaçá,BA,Nordeste,True,True,DOMINIO_FORTE,388,0.229381443298969,0.770618556701031,0.3302472041846599,0.6697527958153401,1.0,259.86408477635194,-0.10086576088569088,53,509,0.9905745876382092,top_10_percent
2928505,Santa Terezinha,BA,Nordeste,True,True,DOMINIO_FORTE,76,0.2763157894736842,0.7236842105263158,0.3303018367194423,0.6696981632805576,1.0,50.89706040932238,-0.05398604724575817,54,2352,0.9903933297081747,top_10_percent
2905909,Campo Alegre de Lourdes,BA,Nordeste,True,True,DOMINIO_FORTE,189,0.2804232804232804,0.7195767195767195,0.330339522172444,0.669660477827556,1.0,126.56583030940808,-0.04991624174916354,55,1057,0.9902120717781403,top_10_percent
2405405,Japi,RN,Nordeste,True,True,DOMINIO_FORTE,57,0.2631578947368421,0.7368421052631579,0.3312390513363129,0.6687609486636871,1.0,38.119374073830166,-0.06808115659947078,56,2848,0.9900308138481059,top_10_percent
2804607,Nossa Senhora das Dores,SE,Nordeste,True,True,DOMINIO_FORTE,221,0.2805429864253393,0.7194570135746606,0.3322838674729447,0.6677161325270553,1.0,147.56526528847922,-0.051740881047605325,57,929,0.9898495559180714,top_10_percent
2402600,Ceará-Mirim,RN,Nordeste,True,True,DOMINIO_FORTE,654,0.3470948012232416,0.6529051987767585,0.3331478211003163,0.6668521788996836,1.0,436.1213250003931,0.013946980122925168,58,290,0.989668297988037,top_10_percent
1503101,Gurupá,PA,Norte,True,True,DOMINIO_FORTE,473,0.3657505285412262,0.6342494714587738,0.3333763374052038,0.6666236625947961,1.0,315.3129924073386,0.03237419113602236,59,410,0.9894870400580026,top_10_percent
2412203,São José de Mipibu,RN,Nordeste,True,True,DOMINIO_FORTE,541,0.3419593345656192,0.6580406654343808,0.3340471920904992,0.6659528079095007,1.0,360.2804690790399,0.007912142475119954,60,362,0.989305782127968,top_10_percent
2924207,Pedro Alexandre,BA,Nordeste,True,True,DOMINIO_FORTE,132,0.2045454545454545,0.7954545454545454,0.3340956382551431,0.6659043617448568,1.0,87.8993757503211,-0.12955018370968863,61,1520,0.9891245241979336,top_10_percent
2804102,Moita Bonita,SE,Nordeste,True,True,DOMINIO_FORTE,90,0.5777777777777777,0.4222222222222222,0.3341058363524658,0.6658941636475342,1.0,59.93047472827808,0.24367194142531196,62,2094,0.9889432662678992,top_10_percent
2406106,Jucurutu,RN,Nordeste,True,True,DOMINIO_FORTE,112,0.4642857142857143,0.5357142857142857,0.334792647646816,0.665207352353184,1.0,74.50322346355661,0.12949306663889826,63,1782,0.9887620083378648,top_10_percent
2902708,Barra,BA,Nordeste,True,True,DOMINIO_FORTE,474,0.2848101265822785,0.7151898734177216,0.3348429750554464,0.6651570249445535,1.0,315.28442982371837,-0.05003284847316802,64,412,0.9885807504078303,top_10_percent
2928307,Santanópolis,BA,Nordeste,True,True,DOMINIO_FORTE,61,0.2295081967213114,0.7704918032786885,0.3349784477127747,0.6650215522872253,1.0,40.56631468952074,-0.10547025099146323,65,2751,0.9883994924777959,top_10_percent
2805505,Poço Verde,SE,Nordeste,True,True,DOMINIO_FORTE,153,0.4117647058823529,0.5882352941176471,0.3358774279970565,0.6641225720029436,1.0,101.61075351645036,0.07588727788529648,66,1327,0.9882182345477615,top_10_percent
2911105,Formosa do Rio Preto,BA,Nordeste,True,True,DOMINIO_FORTE,234,0.282051282051282,0.717948717948718,0.3359190689319614,0.6640809310680387,1.0,155.39493786992105,-0.05386778688067928,67,870,0.988036976617727,top_10_percent
1712801,Maurilândia do Tocantins,TO,Norte,True,True,DOMINIO_FORTE,38,0.2105263157894736,0.7894736842105263,0.3360574629393399,0.66394253706066,1.0,25.22981640830508,-0.12553114714986635,68,3571,0.9878557186876926,top_10_percent
2801405,Carira,SE,Nordeste,True,True,DOMINIO_FORTE,123,0.3495934959349593,0.6504065040650406,0.3365785113264536,0.6634214886735463,1.0,81.6008431068462,0.013014984608505697,69,1633,0.9876744607576582,top_10_percent
2806305,Santa Luzia do Itanhy,SE,Nordeste,True,True,DOMINIO_FORTE,123,0.2195121951219512,0.7804878048780488,0.3366308356249863,0.6633691643750137,1.0,81.59440721812669,-0.11711864050303511,70,1634,0.9874932028276238,top_10_percent
1701309,Aragominas,TO,Norte,True,True,DOMINIO_FORTE,55,0.5272727272727272,0.4727272727272727,0.3371724257213063,0.6628275742786938,1.0,36.455516585328155,0.19010030155142105,71,2915,0.9873119448975892,top_10_percent
1712504,Marianópolis do Tocantins,TO,Norte,True,True,DOMINIO_FORTE,58,0.3620689655172414,0.6379310344827587,0.337548775623987,0.662451224376013,1.0,38.42217101380876,0.02452018989325433,72,2838,0.9871306869675548,top_10_percent
2805901,Riachuelo,SE,Nordeste,True,True,DOMINIO_FORTE,92,0.3152173913043478,0.6847826086956522,0.3379444299182444,0.6620555700817556,1.0,60.90911244752152,-0.022727038613896577,73,2064,0.9869494290375204,top_10_percent
2931905,Tucano,BA,Nordeste,True,True,DOMINIO_FORTE,256,0.35546875,0.64453125,0.3380852242089419,0.6619147757910582,1.0,169.4501826025109,0.017383525791058174,74,803,0.9867681711074859,top_10_percent
2404606,Ielmo Marinho,RN,Nordeste,True,True,DOMINIO_FORTE,122,0.3114754098360656,0.6885245901639344,0.3384822465691376,0.6615177534308624,1.0,80.70516591856521,-0.027006836733072026,75,1658,0.9865869131774515,top_10_percent
2914000,Ipirá,BA,Nordeste,True,True,DOMINIO_FORTE,415,0.344578313253012,0.655421686746988,0.3385230111391774,0.6614769888608225,1.0,274.51295037724134,0.0060553021138345375,76,478,0.9864056552474171,top_10_percent
2400901,Antônio Martins,RN,Nordeste,True,True,DOMINIO_FORTE,48,0.5,0.5,0.3388504671204906,0.6611495328795093,1.0,31.735177578216444,0.16114953287950928,77,3166,0.9862243973173827,top_10_percent
2802809,Indiaroba,SE,Nordeste,True,True,DOMINIO_FORTE,235,0.3446808510638298,0.6553191489361702,0.3388660281601833,0.6611339718398167,1.0,155.36648338235693,0.005814822903646544,78,871,0.9860431393873482,top_10_percent
2802700,Ilha das Flores,SE,Nordeste,True,True,DOMINIO_FORTE,114,0.1578947368421052,0.8421052631578947,0.3394212528583069,0.6605787471416931,1.0,75.30597717415301,-0.18152651601620162,79,1759,0.9858618814573138,top_10_percent
2906808,Cansanção,BA,Nordeste,True,True,DOMINIO_FORTE,332,0.2319277108433735,0.7680722891566265,0.3394985586218558,0.6605014413781441,1.0,219.28647853754387,-0.10757084777848236,80,629,0.9856806235272794,top_10_percent
2919207,Lauro de Freitas,BA,Nordeste,True,True,DOMINIO_FORTE,1280,0.2875,0.7125,0.3396037232721047,0.6603962767278952,1.0,845.3072342117059,-0.052103723272104774,81,134,0.9854993655972448,top_10_percent
2408201,Nísia Floresta,RN,Nordeste,True,True,DOMINIO_FORTE,287,0.4843205574912892,0.5156794425087108,0.3396506780076148,0.6603493219923853,1.0,189.52025541181456,0.1446698794836745,82,713,0.9853181076672104,top_10_percent
2803708,Macambira,SE,Nordeste,True,True,DOMINIO_FORTE,24,0.2916666666666667,0.7083333333333334,0.3399578236627631,0.6600421763372368,1.0,15.841012232093684,-0.04829115699609654,83,4311,0.985136849737176,top_10_percent
2919900,Macururé,BA,Nordeste,True,True,DOMINIO_FORTE,40,0.125,0.875,0.3399769274558618,0.6600230725441383,1.0,26.400922901765533,-0.21497692745586172,84,3489,0.9849555918071415,top_10_percent
2412559,São Miguel do Gostoso,RN,Nordeste,True,True,DOMINIO_FORTE,81,0.3086419753086419,0.691358024691358,0.3401362163625195,0.6598637836374804,1.0,53.44896647463592,-0.03149424105387755,85,2270,0.9847743338771071,top_10_percent
2926004,Remanso,BA,Nordeste,True,True,DOMINIO_FORTE,329,0.3525835866261398,0.6474164133738601,0.3402215943138374,0.6597784056861626,1.0,217.06709547074752,0.012361992312302506,86,634,0.9845930759470727,top_10_percent
2918506,Jussara,BA,Nordeste,True,True,DOMINIO_FORTE,122,0.4344262295081967,0.5655737704918032,0.3402509576510939,0.6597490423489061,1.0,80.48938316656654,0.09417527185710284,87,1659,0.9844118180170383,top_10_percent
2801108,Canhoba,SE,Nordeste,True,True,DOMINIO_FORTE,28,0.6428571428571429,0.3571428571428571,0.3403490412455537,0.6596509587544463,1.0,18.470226845124497,0.30250810161158925,88,4073,0.9842305600870038,top_10_percent
2806503,Santa Rosa de Lima,SE,Nordeste,True,True,DOMINIO_FORTE,41,0.2682926829268293,0.7317073170731707,0.3405396827078126,0.6594603172921873,1.0,27.03787300897968,-0.07224699978098337,89,3449,0.9840493021569694,top_10_percent
2903235,Barro Alto,BA,Nordeste,True,True,DOMINIO_FORTE,121,0.2975206611570248,0.7024793388429752,0.3411605034071101,0.6588394965928899,1.0,79.71957908773967,-0.043639842250085326,90,1677,0.983868044226935,top_10_percent
2906501,Candeias,BA,Nordeste,True,True,DOMINIO_FORTE,510,0.3666666666666666,0.6333333333333333,0.3412360702264644,0.6587639297735356,1.0,335.96960418450317,0.02543059644020229,91,380,0.9836867862969005,top_10_percent
2404200,Goianinha,RN,Nordeste,True,True,DOMINIO_FORTE,373,0.353887399463807,0.646112600536193,0.3412514825373237,0.6587485174626763,1.0,245.71319701357825,0.012635916926483248,92,544,0.983505528366866,top_10_percent
1718303,Praia Norte,TO,Norte,True,True,DOMINIO_FORTE,39,0.3846153846153846,0.6153846153846154,0.3413231370556265,0.6586768629443734,1.0,25.688397654830563,0.043292247559758024,93,3540,0.9833242704368316,top_10_percent
2919157,Lapão,BA,Nordeste,True,True,DOMINIO_FORTE,301,0.2524916943521594,0.7475083056478405,0.3413930622093546,0.6586069377906454,1.0,198.24068827498425,-0.08890136785719516,94,688,0.9831430125067971,top_10_percent
2908903,Coração de Maria,BA,Nordeste,True,True,DOMINIO_FORTE,169,0.2130177514792899,0.7869822485207101,0.3414188371877596,0.6585811628122404,1.0,111.30021651526863,-0.12840108570846964,95,1205,0.9829617545767627,top_10_percent
2917003,Itiúba,BA,Nordeste,True,True,DOMINIO_FORTE,247,0.2105263157894736,0.7894736842105263,0.3416628901699656,0.6583371098300344,1.0,162.60926612801848,-0.13113657438049198,96,837,0.9827804966467283,top_10_percent
2907103,Carinhanha,BA,Nordeste,True,True,DOMINIO_FORTE,316,0.3196202531645569,0.680379746835443,0.3417338954608054,0.6582661045391945,1.0,208.01208903438547,-0.02211364229624846,97,659,0.9825992387166939,top_10_percent
2907707,Chorrochó,BA,Nordeste,True,True,DOMINIO_FORTE,105,0.3619047619047619,0.638095238095238,0.3419300147636521,0.6580699852363479,1.0,69.09734844981652,0.019974747141109805,98,1902,0.9824179807866594,top_10_percent
2915353,Itaguaçu da Bahia,BA,Nordeste,True,True,DOMINIO_FORTE,125,0.328,0.672,0.3420376175944941,0.6579623824055059,1.0,82.24529780068823,-0.014037617594494178,99,1624,0.982236722856625,top_10_percent
2930501,Serrinha,BA,Nordeste,True,True,DOMINIO_FORTE,487,0.1991786447638603,0.8008213552361396,0.3423261430488646,0.6576738569511353,1.0,320.2871683352029,-0.14314749828500428,100,402,0.9820554649265906,top_10_percent
2923100,Olindina,BA,Nordeste,True,True,DOMINIO_FORTE,202,0.2128712871287128,0.7871287128712872,0.3428782063609151,0.657121793639085,1.0,132.73860231509516,-0.1300069192322022,101,1011,0.9818742069965561,top_10_percent
2930774,Sobradinho,BA,Nordeste,True,True,DOMINIO_FORTE,302,0.3443708609271523,0.6556291390728477,0.3431509195037691,0.6568490804962309,1.0,198.36842230986173,0.0012199414233832195,102,687,0.9816929490665217,top_10_percent
2413201,Senador Georgino Avelino,RN,Nordeste,True,True,DOMINIO_FORTE,51,0.2745098039215686,0.7254901960784313,0.34373756071305,0.65626243928695,1.0,33.46938440363445,-0.0692277567914813,103,3066,0.9815116911364872,top_10_percent
2901908,Aporá,BA,Nordeste,True,True,DOMINIO_FORTE,230,0.1652173913043478,0.8347826086956521,0.3437582792241979,0.6562417207758021,1.0,150.93559577843448,-0.17854088791985,104,899,0.9813304332064527,top_10_percent
2927507,Santa Bárbara,BA,Nordeste,True,True,DOMINIO_FORTE,133,0.3157894736842105,0.6842105263157895,0.3442407386988334,0.6557592613011666,1.0,87.21598175305516,-0.028451265014622917,105,1535,0.9811491752764183,top_10_percent
2922052,Mulungu do Morro,BA,Nordeste,True,True,DOMINIO_FORTE,111,0.2882882882882883,0.7117117117117117,0.3452291414044933,0.6547708585955068,1.0,72.67956530410125,-0.05694085311620489,106,1815,0.9809679173463839,top_10_percent
2805000,Pedra Mole,SE,Nordeste,True,True,DOMINIO_FORTE,23,0.4782608695652174,0.5217391304347826,0.3452774558246601,0.6547225441753399,1.0,15.05861851603282,0.13298341374055733,107,4396,0.9807866594163495,top_10_percent
2916302,Itapebi,BA,Nordeste,True,True,DOMINIO_FORTE,64,0.234375,0.765625,0.3455495759163658,0.6544504240836342,1.0,41.88482714135259,-0.11117457591636581,108,2691,0.980605401486315,top_10_percent
2925907,Quijingue,BA,Nordeste,True,True,DOMINIO_FORTE,132,0.3484848484848485,0.6515151515151515,0.3459590713490645,0.6540409286509354,1.0,86.33340258192348,0.0025257771357839465,109,1552,0.9804241435562806,top_10_percent
2919553,Luís Eduardo Magalhães,BA,Nordeste,True,True,DOMINIO_FORTE,1313,0.3571972581873572,0.6428027418126429,0.3460663257426256,0.6539336742573744,1.0,858.6149142999326,0.011130932444731512,110,131,0.9802428856262462,top_10_percent
2906105,Canápolis,BA,Nordeste,True,True,DOMINIO_FORTE,88,0.2954545454545454,0.7045454545454546,0.3460712735347159,0.6539287264652841,1.0,57.545727928945,-0.05061672808017048,111,2160,0.9800616276962117,top_10_percent
2923704,Paratinga,BA,Nordeste,True,True,DOMINIO_FORTE,233,0.2446351931330472,0.7553648068669528,0.3460830533709194,0.6539169466290806,1.0,152.36264856457578,-0.10144786023787222,112,888,0.9798803697661773,top_10_percent
2401602,Bento Fernandes,RN,Nordeste,True,True,DOMINIO_FORTE,55,0.2909090909090909,0.7090909090909091,0.3465260908579083,0.6534739091420917,1.0,35.941065002815044,-0.055616999948817414,113,2943,0.9796991118361428,top_10_percent
2933604,Xique-Xique,BA,Nordeste,True,True,DOMINIO_FORTE,524,0.3225190839694656,0.6774809160305344,0.3466344416989146,0.6533655583010853,1.0,342.3635525497687,-0.02411535772944906,114,371,0.9795178539061083,top_10_percent
2919603,Macajuba,BA,Nordeste,True,True,DOMINIO_FORTE,146,0.3013698630136986,0.6986301369863014,0.346866814135552,0.653133185864448,1.0,95.3574451362094,-0.04549695112185337,115,1414,0.9793365959760739,top_10_percent
2402808,Coronel Ezequiel,RN,Nordeste,True,True,DOMINIO_FORTE,40,0.325,0.675,0.3468882991054245,0.6531117008945755,1.0,26.124468035783018,-0.021888299105424558,116,3509,0.9791553380460395,top_10_percent
2918100,Jeremoabo,BA,Nordeste,True,True,DOMINIO_FORTE,193,0.2953367875647668,0.7046632124352331,0.3469612324401677,0.6530387675598323,1.0,126.03648213904762,-0.051624444875400854,117,1061,0.9789740801160051,top_10_percent
