id_municipio,rede,meta_alfabetizacao_2025,meta_alfabetizacao_2026,meta_alfabetizacao_2027,meta_alfabetizacao_2028,meta_alfabetizacao_2029,meta_alfabetizacao_2030,taxa_observada_2023,taxa_observada_2024,participacao_2023,participacao_2024,possui_historico_2023,ganho_observado_2023_2024_pp,gap_atual_meta_2025_pp,ganho_anual_requerido_2025_pp,cenario_tendencia_bruto_2025,cenario_tendencia_2025,deficit_trajetoria_2025_pp,gap_cenario_limitado_2025_pp,flag_risco_nao_atingir_2025,gap_atual_meta_2026_pp,ganho_anual_requerido_2026_pp,cenario_tendencia_bruto_2026,cenario_tendencia_2026,deficit_trajetoria_2026_pp,gap_cenario_limitado_2026_pp,flag_risco_nao_atingir_2026,gap_atual_meta_2027_pp,ganho_anual_requerido_2027_pp,cenario_tendencia_bruto_2027,cenario_tendencia_2027,deficit_trajetoria_2027_pp,gap_cenario_limitado_2027_pp,flag_risco_nao_atingir_2027,gap_atual_meta_2028_pp,ganho_anual_requerido_2028_pp,cenario_tendencia_bruto_2028,cenario_tendencia_2028,deficit_trajetoria_2028_pp,gap_cenario_limitado_2028_pp,flag_risco_nao_atingir_2028,gap_atual_meta_2029_pp,ganho_anual_requerido_2029_pp,cenario_tendencia_bruto_2029,cenario_tendencia_2029,deficit_trajetoria_2029_pp,gap_cenario_limitado_2029_pp,flag_risco_nao_atingir_2029,gap_atual_meta_2030_pp,ganho_anual_requerido_2030_pp,cenario_tendencia_bruto_2030,cenario_tendencia_2030,deficit_trajetoria_2030_pp,gap_cenario_limitado_2030_pp,flag_risco_nao_atingir_2030,meta_2025_ja_atingida_em_2024,status_meta_2025,rank_risco_meta_2025,rank_gap_atual_2025,municipio,sigla_uf,regiao,cluster_id,cluster_nome
2408706,Municipal,22.17,32.58,45.04,58.16,70.22,80,,14.29,,70.0,False,,7.880000000000003,7.880000000000003,,,,,,18.29,9.145,,,,,,30.75,10.25,,,,,,43.87,10.9675,,,,,,55.93,11.186,,,,,,65.71000000000001,10.951666666666668,,,,,,False,SEM_HISTORICO_2023,,1805,Paraú,RN,Nordeste,1,Pequeno porte agropecuario com maior infraestrutura educacional
1715705,Municipal,22.17,32.58,45.04,58.16,70.22,80,9.0,31.27,87.1,83.51,True,22.27,-9.099999999999998,0.0,53.54,53.54,-31.369999999999997,-31.369999999999997,False,1.3099999999999987,0.6549999999999994,75.81,75.81,-43.230000000000004,-43.230000000000004,False,13.77,4.59,98.08,98.08,-53.04,-53.04,False,26.889999999999997,6.722499999999999,120.35,100.0,-62.19,-41.84,False,38.95,7.790000000000001,142.62,100.0,-72.4,-29.78,False,48.730000000000004,8.121666666666668,164.89000000000001,100.0,-84.89000000000001,-20.0,False,True,META_ATINGIDA_TRAJETORIA_SUSTENTA,,,Palmeirante,TO,Norte,2,"Rural, menor renda e maior presenca da administracao publica"
1717800,Municipal,22.93,33.35,45.69,58.59,70.4,80,9.5,44.56,95.45,89.36,True,35.06,-21.630000000000003,0.0,79.62,79.62,-56.690000000000005,-56.690000000000005,False,-11.21,0.0,114.68,100.0,-81.33000000000001,-66.65,False,1.1299999999999955,0.37666666666666515,149.74,100.0,-104.05000000000001,-54.31,False,14.030000000000001,3.5075000000000003,184.8,100.0,-126.21000000000001,-41.41,False,25.840000000000003,5.168000000000001,219.86,100.0,-149.46,-29.599999999999994,False,35.44,5.906666666666666,254.92000000000002,100.0,-174.92000000000002,-20.0,False,True,META_ATINGIDA_TRAJETORIA_SUSTENTA,,,Ponte Alta do Bom Jesus,TO,Norte,2,"Rural, menor renda e maior presenca da administracao publica"
1200435,Municipal,23.62,34.04,46.27,58.96,70.57,80,,15.62,,76.32,False,,8.000000000000002,8.000000000000002,,,,,,18.42,9.21,,,,,,30.650000000000006,10.216666666666669,,,,,,43.34,10.835,,,,,,54.949999999999996,10.989999999999998,,,,,,64.38,10.729999999999999,,,,,,False,SEM_HISTORICO_2023,,1782,Santa Rosa do Purus,AC,Norte,2,"Rural, menor renda e maior presenca da administracao publica"
2804300,Municipal,23.62,34.04,46.27,58.96,70.57,80,10.0,22.01,88.89,94.59,True,12.010000000000002,1.6099999999999994,1.6099999999999994,34.02,34.02,-10.400000000000002,-10.400000000000002,False,12.029999999999998,6.014999999999999,46.03,46.03,-11.990000000000002,-11.990000000000002,False,24.26,8.086666666666668,58.040000000000006,58.040000000000006,-11.770000000000003,-11.770000000000003,False,36.95,9.2375,70.05000000000001,70.05000000000001,-11.09000000000001,-11.09000000000001,False,48.55999999999999,9.711999999999998,82.06000000000002,82.06000000000002,-11.490000000000023,-11.490000000000023,False,57.989999999999995,9.665,94.07000000000001,94.07000000000001,-14.070000000000007,-14.070000000000007,False,False,ABAIXO_META_EM_TRAJETORIA,,2794,Muribeca,SE,Nordeste,2,"Rural, menor renda e maior presenca da administracao publica"
2515005,Municipal,23.72,34.14,46.35,59.02,70.59,80,10.1,100.0,85.71,82.14,True,89.9,-76.28,0.0,189.9,100.0,-166.18,-76.28,False,-65.86,0.0,279.8,100.0,-245.66000000000003,-65.86,False,-53.65,0.0,369.70000000000005,100.0,-323.35,-53.65,False,-40.98,0.0,459.6,100.0,-400.58000000000004,-40.98,False,-29.409999999999997,0.0,549.5,100.0,-478.90999999999997,-29.409999999999997,False,-20.0,0.0,639.4000000000001,100.0,-559.4000000000001,-20.0,False,True,META_ATINGIDA_TRAJETORIA_SUSTENTA,,,São Miguel de Taipu,PB,Nordeste,2,"Rural, menor renda e maior presenca da administracao publica"
2505238,Municipal,24.09,34.51,46.65,59.21,70.67,80,10.3,22.16,81.08,78.31,True,11.86,1.9299999999999997,1.9299999999999997,34.019999999999996,34.019999999999996,-9.929999999999996,-9.929999999999996,False,12.349999999999998,6.174999999999999,45.879999999999995,45.879999999999995,-11.369999999999997,-11.369999999999997,False,24.49,8.163333333333332,57.739999999999995,57.739999999999995,-11.089999999999996,-11.089999999999996,False,37.05,9.2625,69.6,69.6,-10.389999999999993,-10.389999999999993,False,48.510000000000005,9.702000000000002,81.46,81.46,-10.789999999999992,-10.789999999999992,False,57.84,9.64,93.32,93.32,-13.319999999999993,-13.319999999999993,False,False,ABAIXO_META_EM_TRAJETORIA,,2735,Cuité de Mamanguape,PB,Nordeste,2,"Rural, menor renda e maior presenca da administracao publica"
2907400,Municipal,24.3,34.72,46.83,59.32,70.72,80,10.5,25.71,81.82,94.59,True,15.21,-1.4100000000000001,0.0,40.92,40.92,-16.62,-16.62,False,9.009999999999998,4.504999999999999,56.13,56.13,-21.410000000000004,-21.410000000000004,False,21.119999999999997,7.039999999999999,71.34,71.34,-24.510000000000005,-24.510000000000005,False,33.61,8.4025,86.55000000000001,86.55000000000001,-27.23000000000001,-27.23000000000001,False,45.01,9.001999999999999,101.76000000000002,100.0,-31.04000000000002,-29.28,False,54.29,9.048333333333334,116.97,100.0,-36.97,-20.0,False,True,META_ATINGIDA_TRAJETORIA_SUSTENTA,,,Catolândia,BA,Nordeste,2,"Rural, menor renda e maior presenca da administracao publica"
2505808,Municipal,25.09,35.49,47.46,59.73,70.9,80,11.1,60.0,90.24,94.59,True,48.9,-34.91,0.0,108.9,100.0,-83.81,-74.91,False,-24.509999999999998,0.0,157.8,100.0,-122.31,-64.50999999999999,False,-12.54,0.0,206.7,100.0,-159.23999999999998,-52.54,False,-0.2700000000000031,0.0,255.6,100.0,-195.87,-40.27,False,10.900000000000006,2.180000000000001,304.5,100.0,-233.6,-29.099999999999994,False,20.0,3.3333333333333335,353.4,100.0,-273.4,-20.0,False,True,META_ATINGIDA_TRAJETORIA_SUSTENTA,,,Duas Estradas,PB,Nordeste,2,"Rural, menor renda e maior presenca da administracao publica"
2400604,Municipal,25.17,35.57,47.53,59.77,70.91,80,11.1,21.43,90.0,100.0,True,10.33,3.740000000000002,3.740000000000002,31.759999999999998,31.759999999999998,-6.589999999999996,-6.589999999999996,False,14.14,7.07,42.09,42.09,-6.520000000000003,-6.520000000000003,False,26.1,8.700000000000001,52.42,52.42,-4.890000000000001,-4.890000000000001,False,38.34,9.585,62.75,62.75,-2.979999999999997,-2.979999999999997,False,49.48,9.895999999999999,73.08,73.08,-2.1700000000000017,-2.1700000000000017,False,58.57,9.761666666666667,83.41,83.41,-3.4099999999999966,-3.4099999999999966,False,False,ABAIXO_META_EM_TRAJETORIA,,2451,Almino Afonso,RN,Nordeste,2,"Rural, menor renda e maior presenca da administracao publica"
