cluster_id,cluster_codigo,n_municipios,share_municipios,n_ufs,n_alunos,regiao_predominante,share_regiao_predominante,probabilidade_risco_ponderada,taxa_risco_real_ponderada,probabilidade_risco_media_municipios,probabilidade_risco_mediana_municipios,taxa_alfabetizacao_real_ponderada,share_dominio_forte
0,cluster_0,1374,0.2490483958673192,26,1299336,Sudeste,0.4534206695778748,0.4100583016389095,0.4034406804706404,0.3730691048925029,0.36258504837405864,0.5965593195293596,0.7729257641921398
1,cluster_1,1985,0.35979699111836144,21,146336,Sul,0.3894206549118388,0.32856008131352127,0.3095752241417013,0.317174804881042,0.3097218853215504,0.6904247758582986,0.8403022670025189
2,cluster_2,2158,0.39115461301431936,25,406180,Nordeste,0.6987951807228916,0.44986555467928896,0.43139987197794083,0.4539266607189845,0.44529256284822005,0.5686001280220592,0.9782205746061168
