id_municipio,sigla_uf,regiao,cluster_k2,cluster_k3,cluster_k4,cluster_k5,cluster_k6,cluster_k7,cluster_k8,cluster_k9,cluster_k10
2413805,RN,Nordeste,1,2,3,0,2,6,5,7,0
2413904,RN,Nordeste,1,2,1,3,1,5,2,0,5
2414001,RN,Nordeste,1,2,1,3,1,5,2,0,5
2414100,RN,Nordeste,1,2,3,0,2,6,0,7,0
2414159,RN,Nordeste,0,1,3,0,2,6,5,7,0
2414209,RN,Nordeste,1,0,1,3,1,5,1,4,6
2414308,RN,Nordeste,0,1,2,4,4,1,0,2,0
2414407,RN,Nordeste,1,2,1,3,1,5,2,0,5
2414456,RN,Nordeste,1,2,3,0,2,6,5,7,0
2414506,RN,Nordeste,1,2,3,0,2,6,5,7,0
2414605,RN,Nordeste,1,2,1,3,1,5,2,0,5
2414704,RN,Nordeste,0,1,3,4,4,1,0,4,0
2414753,RN,Nordeste,1,2,3,0,5,0,7,8,9
2414803,RN,Nordeste,1,2,1,3,1,5,2,0,5
2414902,RN,Nordeste,1,2,3,0,5,0,7,8,9
2415008,RN,Nordeste,1,1,3,0,2,6,0,7,0
2500106,PB,Nordeste,1,2,1,3,1,5,2,0,5
2500205,PB,Nordeste,1,2,3,0,5,0,7,8,9
2500304,PB,Nordeste,1,2,1,3,1,5,2,0,5
2500403,PB,Nordeste,1,2,1,3,1,5,2,0,3
2500502,PB,Nordeste,1,2,3,0,2,6,5,7,3
2500536,PB,Nordeste,1,2,3,0,2,6,5,7,0
2500577,PB,Nordeste,1,2,3,0,2,6,5,7,3
2500601,PB,Nordeste,1,0,1,1,1,3,1,3,6
2500700,PB,Nordeste,1,2,3,0,5,0,7,8,9
2500734,PB,Nordeste,1,2,3,0,2,6,5,7,0
2500775,PB,Nordeste,1,2,3,0,5,0,7,8,3
2500809,PB,Nordeste,1,2,1,3,1,5,2,0,5
2500908,PB,Nordeste,1,2,3,0,5,0,7,8,9
2501005,PB,Nordeste,1,2,3,0,5,0,7,8,9
2501104,PB,Nordeste,1,2,1,3,2,6,5,7,3
2501153,PB,Nordeste,1,2,3,0,2,6,5,7,3
2501203,PB,Nordeste,1,2,3,0,5,0,7,8,9
2501302,PB,Nordeste,1,2,3,0,2,6,5,7,3
2501351,PB,Nordeste,1,2,1,3,1,5,2,0,5
2501401,PB,Nordeste,1,2,3,0,5,0,7,8,9
2501500,PB,Nordeste,1,2,1,3,1,5,2,0,5
2501534,PB,Nordeste,1,2,3,0,2,6,5,7,0
2501575,PB,Nordeste,1,2,3,0,5,0,7,8,9
2501609,PB,Nordeste,1,2,1,3,1,5,2,0,3
2501708,PB,Nordeste,1,1,3,0,5,0,7,8,9
2501807,PB,Nordeste,1,0,0,1,2,3,4,4,4
2501906,PB,Nordeste,1,2,3,0,2,6,5,7,3
2502003,PB,Nordeste,1,2,3,0,5,0,7,8,9
2502052,PB,Nordeste,1,2,3,0,5,0,7,8,9
2502102,PB,Nordeste,1,2,3,0,2,6,5,7,3
2502151,PB,Nordeste,1,0,0,1,0,2,6,6,1
2502201,PB,Nordeste,1,2,3,0,2,6,5,7,0
2502300,PB,Nordeste,0,1,2,4,4,1,0,5,0
2502409,PB,Nordeste,1,2,3,0,2,6,5,7,3
2502508,PB,Nordeste,1,2,1,3,1,5,2,0,5
2502607,PB,Nordeste,1,2,3,0,2,6,5,7,0
2502706,PB,Nordeste,1,2,3,0,2,6,5,7,3
2502805,PB,Nordeste,1,2,3,0,5,0,7,8,9
2502904,PB,Nordeste,1,2,3,0,2,6,5,7,3
2503001,PB,Nordeste,0,0,0,1,0,3,4,1,4
2503100,PB,Nordeste,1,1,3,0,5,0,7,8,9
2503209,PB,Nordeste,0,0,0,1,0,3,4,1,4
2503308,PB,Nordeste,1,2,3,0,2,6,2,7,5
2503407,PB,Nordeste,1,2,3,0,2,6,5,7,3
2503506,PB,Nordeste,1,2,3,0,2,6,5,7,3
2503555,PB,Nordeste,1,2,3,0,5,0,7,8,3
2503605,PB,Nordeste,1,2,1,3,1,5,2,0,5
2503704,PB,Nordeste,0,0,0,1,0,3,4,1,4
2503803,PB,Nordeste,1,2,3,0,2,6,5,7,0
2503902,PB,Nordeste,1,2,1,3,1,5,2,0,5
2504009,PB,Nordeste,1,0,0,1,0,3,4,1,4
2504033,PB,Nordeste,1,2,3,0,2,6,5,7,0
2504074,PB,Nordeste,1,2,3,0,5,0,7,8,9
2504108,PB,Nordeste,1,2,3,0,5,0,7,8,9
2504157,PB,Nordeste,1,2,3,0,2,6,5,7,0
2504207,PB,Nordeste,0,1,2,4,4,1,0,4,0
2504306,PB,Nordeste,1,2,1,3,1,5,2,0,5
2504355,PB,Nordeste,1,2,3,0,2,6,5,7,3
2504405,PB,Nordeste,1,2,3,0,2,6,5,7,3
2504504,PB,Nordeste,1,2,3,0,2,6,5,7,3
2504603,PB,Nordeste,1,0,0,1,0,3,4,1,4
2504702,PB,Nordeste,1,2,3,0,5,0,7,8,3
2504801,PB,Nordeste,1,2,3,0,5,0,7,8,9
2504850,PB,Nordeste,1,2,3,0,2,6,5,7,3
2504900,PB,Nordeste,1,2,1,3,1,5,2,0,3
2505006,PB,Nordeste,1,2,1,3,5,0,7,8,9
2505105,PB,Nordeste,1,2,1,3,1,5,2,0,3
2505204,PB,Nordeste,1,2,3,0,2,6,5,7,3
2505238,PB,Nordeste,1,2,1,3,1,5,2,0,5
2505279,PB,Nordeste,1,2,1,3,1,5,2,0,5
2505303,PB,Nordeste,1,2,3,0,2,6,5,7,0
2505352,PB,Nordeste,1,2,1,3,1,5,2,0,5
2505402,PB,Nordeste,1,2,3,0,2,6,5,7,3
2505501,PB,Nordeste,1,2,3,0,5,0,7,8,9
2505600,PB,Nordeste,1,2,3,0,2,6,5,7,3
2505709,PB,Nordeste,1,2,1,3,5,5,2,0,5
2505808,PB,Nordeste,1,2,3,0,5,0,7,8,9
2505907,PB,Nordeste,1,2,3,0,5,0,7,8,9
2506004,PB,Nordeste,1,2,1,3,1,5,2,0,5
2506103,PB,Nordeste,1,2,1,3,1,5,2,0,3
2506202,PB,Nordeste,1,1,3,0,2,6,5,7,0
2506251,PB,Nordeste,1,2,3,0,5,0,7,8,9
2506301,PB,Nordeste,1,2,1,3,1,5,2,0,5
2506400,PB,Nordeste,1,2,3,0,5,0,7,8,9
2506509,PB,Nordeste,1,2,3,0,2,6,5,7,0
2506608,PB,Nordeste,1,2,3,0,2,6,5,7,3
2506707,PB,Nordeste,1,2,3,0,2,6,5,7,0
2506806,PB,Nordeste,1,2,3,0,5,0,7,8,3
2506905,PB,Nordeste,1,2,3,0,2,6,5,7,0
2507002,PB,Nordeste,1,2,1,3,5,0,7,8,9
2507101,PB,Nordeste,1,2,1,3,1,5,2,0,5
2507200,PB,Nordeste,1,2,1,3,1,5,2,0,5
2507309,PB,Nordeste,1,2,1,3,1,5,2,0,5
2507408,PB,Nordeste,1,2,3,0,2,6,5,7,3
2507507,PB,Nordeste,0,0,0,1,0,3,4,1,4
2507606,PB,Nordeste,1,2,3,0,2,6,5,7,0
2507705,PB,Nordeste,1,2,3,0,2,6,5,7,3
2507804,PB,Nordeste,1,2,3,0,2,6,5,7,0
2507903,PB,Nordeste,1,2,3,0,5,0,7,8,9
2508000,PB,Nordeste,1,2,1,3,1,5,2,0,5
2508109,PB,Nordeste,1,2,3,0,5,0,7,8,9
2508208,PB,Nordeste,1,2,1,3,1,5,2,0,5
2508307,PB,Nordeste,1,2,1,3,1,5,2,0,5
2508406,PB,Nordeste,1,2,3,0,5,0,7,8,9
2508505,PB,Nordeste,1,2,3,0,2,6,5,7,3
2508554,PB,Nordeste,1,2,3,0,5,0,7,8,9
2508604,PB,Nordeste,1,2,3,0,2,6,5,7,3
2508703,PB,Nordeste,1,2,3,0,2,6,5,7,3
2508802,PB,Nordeste,1,2,3,0,2,6,5,4,0
2508901,PB,Nordeste,1,2,1,3,1,5,2,0,5
2509008,PB,Nordeste,1,2,1,3,1,5,2,0,5
2509057,PB,Nordeste,1,2,3,0,2,6,5,7,3
2509107,PB,Nordeste,1,2,1,3,1,5,2,0,5
2509156,PB,Nordeste,0,1,3,4,5,0,0,8,9
2509206,PB,Nordeste,1,2,3,0,2,6,5,7,0
2509305,PB,Nordeste,0,0,0,1,0,2,6,6,1
2509339,PB,Nordeste,1,2,1,3,1,5,2,0,5
2509370,PB,Nordeste,1,2,3,0,5,0,7,8,9
2509396,PB,Nordeste,1,2,1,3,1,5,2,0,5
2509404,PB,Nordeste,1,2,1,3,1,5,2,0,5
2509503,PB,Nordeste,1,2,1,3,1,5,2,0,5
2509602,PB,Nordeste,1,2,3,0,5,0,7,8,9
2509701,PB,Nordeste,1,2,1,3,1,5,2,0,5
2509800,PB,Nordeste,1,2,3,0,2,6,5,7,3
2509909,PB,Nordeste,1,2,1,3,1,5,2,0,5
2510006,PB,Nordeste,1,2,1,3,1,5,2,0,5
2510105,PB,Nordeste,1,2,3,0,2,6,5,7,0
2510204,PB,Nordeste,1,2,3,0,2,6,5,7,3
2510303,PB,Nordeste,1,1,3,4,4,1,0,4,0
2510402,PB,Nordeste,1,2,3,0,2,6,5,7,3
2510501,PB,Nordeste,0,1,2,4,4,1,0,5,0
2510600,PB,Nordeste,1,1,3,0,2,6,5,7,0
2510709,PB,Nordeste,1,2,3,0,2,6,5,7,0
2510808,PB,Nordeste,1,0,1,3,1,3,4,1,4
2510907,PB,Nordeste,1,2,3,0,5,0,7,8,9
2511004,PB,Nordeste,1,2,3,0,2,6,5,7,0
2511103,PB,Nordeste,1,2,3,0,2,6,5,7,3
2511202,PB,Nordeste,1,2,1,3,1,5,2,0,5
2511301,PB,Nordeste,1,2,3,0,2,6,5,7,3
2511400,PB,Nordeste,1,2,3,0,2,6,5,7,0
2511509,PB,Nordeste,1,2,1,3,1,5,2,0,5
2511608,PB,Nordeste,1,2,1,3,1,5,2,0,5
2511707,PB,Nordeste,1,2,1,3,1,5,2,0,5
2511806,PB,Nordeste,1,2,1,3,1,5,2,0,5
2511905,PB,Nordeste,1,2,1,3,5,0,7,8,9
2512002,PB,Nordeste,1,2,1,3,5,0,7,8,9
2512036,PB,Nordeste,1,2,3,0,2,6,5,7,0
2512077,PB,Nordeste,1,2,3,0,5,0,7,8,9
2512101,PB,Nordeste,1,2,1,3,1,5,2,0,5
2512200,PB,Nordeste,0,1,2,4,2,1,0,7,0
2512309,PB,Nordeste,1,2,1,3,1,5,2,0,5
2512408,PB,Nordeste,1,2,1,3,1,5,2,0,5
2512507,PB,Nordeste,1,2,1,3,1,5,2,0,5
2512606,PB,Nordeste,1,2,3,0,2,6,5,7,0
2512705,PB,Nordeste,1,2,3,0,2,6,5,7,3
2512721,PB,Nordeste,1,2,1,3,1,5,2,0,5
2512747,PB,Nordeste,1,2,3,0,5,0,7,8,9
2512754,PB,Nordeste,1,2,3,0,2,6,5,7,3
2512762,PB,Nordeste,1,2,1,3,1,5,2,0,5
2512788,PB,Nordeste,1,2,3,0,2,6,5,7,3
2512804,PB,Nordeste,1,2,3,0,5,0,7,8,9
2512903,PB,Nordeste,1,2,1,3,1,5,2,0,5
2513000,PB,Nordeste,1,2,3,0,2,6,5,7,3
2513109,PB,Nordeste,1,2,1,3,1,5,2,0,5
2513158,PB,Nordeste,1,2,1,3,1,5,2,0,5
2513208,PB,Nordeste,1,2,3,0,2,6,5,7,0
2513307,PB,Nordeste,1,2,3,0,2,6,5,7,0
2513356,PB,Nordeste,1,2,3,0,2,6,5,7,3
2513406,PB,Nordeste,0,0,0,1,0,2,6,4,8
2513505,PB,Nordeste,1,2,3,0,2,6,5,7,3
2513604,PB,Nordeste,1,2,3,0,5,0,7,8,9
2513653,PB,Nordeste,1,2,3,0,5,0,7,8,9
2513703,PB,Nordeste,1,0,1,3,1,3,4,1,4
2513802,PB,Nordeste,1,2,3,0,2,6,5,7,3
2513851,PB,Nordeste,1,1,3,0,2,6,5,7,0
2513901,PB,Nordeste,1,2,1,3,1,5,2,0,5
2513927,PB,Nordeste,1,2,1,3,1,5,2,0,0
2513943,PB,Nordeste,0,1,2,4,4,1,0,5,0
2513968,PB,Nordeste,1,2,3,0,2,6,5,7,3
2513984,PB,Nordeste,1,2,3,0,5,0,7,8,9
2514008,PB,Nordeste,1,2,3,0,5,0,7,8,9
2514107,PB,Nordeste,1,2,1,3,1,5,2,0,5
2514206,PB,Nordeste,1,2,1,3,5,0,7,8,9
2514305,PB,Nordeste,1,2,3,0,5,0,7,8,9
2514404,PB,Nordeste,1,2,3,0,2,6,5,7,3
2514453,PB,Nordeste,1,2,3,0,2,6,5,7,3
2514503,PB,Nordeste,1,2,1,3,1,5,2,0,5
2514552,PB,Nordeste,1,2,3,0,5,0,7,8,9
2514602,PB,Nordeste,1,2,3,0,2,6,5,7,3
2514651,PB,Nordeste,1,2,3,0,5,0,7,8,9
2514701,PB,Nordeste,0,0,0,1,0,2,6,6,1
2514800,PB,Nordeste,1,2,3,0,2,6,5,7,3
2514909,PB,Nordeste,1,2,3,0,2,6,5,7,3
2515005,PB,Nordeste,1,2,1,3,1,5,2,0,5
2515104,PB,Nordeste,1,2,1,3,1,5,2,0,5
2515203,PB,Nordeste,0,1,2,4,2,6,0,7,0
2515302,PB,Nordeste,1,2,1,3,1,5,2,0,5
2515401,PB,Nordeste,1,2,3,0,2,6,5,7,3
2515500,PB,Nordeste,1,2,3,0,2,6,5,7,0
2515609,PB,Nordeste,1,2,3,0,5,0,7,8,9
2515708,PB,Nordeste,1,2,3,0,2,6,5,7,3
2515807,PB,Nordeste,1,2,3,0,2,6,5,7,3
2515906,PB,Nordeste,1,2,3,0,2,6,5,7,3
2515930,PB,Nordeste,1,2,3,0,5,0,7,8,3
2515971,PB,Nordeste,1,2,1,3,1,5,2,0,5
2516003,PB,Nordeste,1,2,3,0,5,0,7,8,9
2516102,PB,Nordeste,1,2,1,3,1,5,2,0,5
2516151,PB,Nordeste,1,2,3,0,2,6,5,7,0
2516201,PB,Nordeste,1,0,1,1,1,3,4,1,4
2516300,PB,Nordeste,1,2,3,0,5,0,7,8,9
2516409,PB,Nordeste,1,2,3,0,2,6,5,7,3
2516508,PB,Nordeste,1,2,3,0,2,6,5,7,3
2516607,PB,Nordeste,1,2,1,3,1,5,2,0,3
2516706,PB,Nordeste,1,2,3,0,5,0,7,8,9
2516755,PB,Nordeste,0,1,2,4,4,1,0,5,0
2516805,PB,Nordeste,1,2,3,0,2,6,5,7,3
2516904,PB,Nordeste,1,2,3,0,2,6,5,7,0
2517001,PB,Nordeste,1,2,3,0,5,0,7,8,9
2517100,PB,Nordeste,1,2,3,0,2,6,5,7,3
2517209,PB,Nordeste,1,2,3,0,2,6,5,7,0
2517407,PB,Nordeste,0,1,2,4,4,1,0,5,0
2600054,PE,Nordeste,1,0,1,3,1,5,2,0,5
2600104,PE,Nordeste,1,2,1,3,1,5,2,0,5
2600203,PE,Nordeste,1,2,1,3,1,5,2,0,5
2600302,PE,Nordeste,1,2,1,3,1,5,2,0,5
2600401,PE,Nordeste,1,2,1,3,1,5,2,0,3
2600500,PE,Nordeste,1,2,1,3,1,5,2,0,5
2600609,PE,Nordeste,1,2,1,3,1,5,2,0,3
2600708,PE,Nordeste,1,2,1,3,1,5,2,0,5
2600807,PE,Nordeste,1,2,1,3,1,5,2,0,5
2600906,PE,Nordeste,1,2,1,3,2,6,5,7,3
2601003,PE,Nordeste,1,2,1,3,1,5,2,0,3
2601052,PE,Nordeste,1,2,1,3,1,5,2,0,5
2601102,PE,Nordeste,1,2,1,3,1,5,2,0,5
2601201,PE,Nordeste,1,0,1,3,1,3,4,1,4
2601300,PE,Nordeste,1,2,1,3,1,5,2,0,5
2601409,PE,Nordeste,1,2,1,3,1,5,2,0,5
2601508,PE,Nordeste,1,2,1,3,1,5,2,0,5
2601607,PE,Nordeste,1,2,1,3,1,5,2,3,6
2601706,PE,Nordeste,1,0,1,3,1,5,2,0,5
2601805,PE,Nordeste,1,2,1,3,1,5,2,0,5
2601904,PE,Nordeste,1,2,1,3,1,5,2,0,5
2602001,PE,Nordeste,1,2,1,3,1,5,2,0,5
2602100,PE,Nordeste,1,2,1,3,1,5,2,0,5
2602209,PE,Nordeste,1,2,1,3,1,5,2,0,5
2602308,PE,Nordeste,1,2,1,3,1,5,2,0,5
2602407,PE,Nordeste,1,2,1,3,1,5,1,3,6
2602506,PE,Nordeste,1,2,1,3,1,5,2,0,5
2602605,PE,Nordeste,1,2,1,3,1,5,2,0,5
2602704,PE,Nordeste,1,2,1,3,1,5,2,0,3
2602803,PE,Nordeste,1,2,1,3,1,5,2,0,5
2602902,PE,Nordeste,1,0,0,1,0,3,4,1,4
2603009,PE,Nordeste,1,2,1,3,1,5,2,0,5
2603108,PE,Nordeste,1,2,1,3,1,5,2,0,5
2603207,PE,Nordeste,1,2,1,3,1,5,2,0,5
2603306,PE,Nordeste,1,2,1,3,1,5,2,0,5
2603405,PE,Nordeste,1,2,3,0,2,6,5,7,3
2603454,PE,Nordeste,1,0,1,3,1,3,4,1,4
2603504,PE,Nordeste,1,2,3,0,2,6,5,7,0
2603603,PE,Nordeste,1,0,0,1,0,2,6,6,1
2603702,PE,Nordeste,1,2,1,3,1,5,2,0,5
2603801,PE,Nordeste,1,2,1,3,1,5,2,0,5
2603900,PE,Nordeste,1,2,1,3,1,5,2,0,5
2603926,PE,Nordeste,1,2,3,0,5,0,7,7,3
2604007,PE,Nordeste,0,0,0,1,0,3,4,1,4
2604106,PE,Nordeste,1,0,1,3,1,5,4,1,4
2604155,PE,Nordeste,1,2,1,3,1,5,2,0,5
2604205,PE,Nordeste,1,2,1,3,1,5,2,0,5
2604304,PE,Nordeste,1,2,1,3,1,5,2,0,5
2604403,PE,Nordeste,1,2,3,0,2,6,5,7,0
2604502,PE,Nordeste,1,2,1,3,1,5,2,0,5
2604601,PE,Nordeste,1,2,1,3,1,5,2,0,5
2604700,PE,Nordeste,1,2,1,3,1,5,2,0,3
2604809,PE,Nordeste,1,2,1,3,1,5,2,0,3
2604908,PE,Nordeste,1,2,1,3,1,5,2,0,5
2605004,PE,Nordeste,1,2,1,3,1,5,2,0,5
2605103,PE,Nordeste,1,2,3,0,2,6,5,7,3
2605152,PE,Nordeste,1,2,1,3,1,5,2,0,5
2605202,PE,Nordeste,1,0,1,3,1,5,2,0,5
2605301,PE,Nordeste,1,2,1,3,1,5,2,0,5
2605400,PE,Nordeste,1,2,1,3,1,5,2,0,5
2605459,PE,Nordeste,0,0,0,4,4,1,0,4,8
2605509,PE,Nordeste,1,2,1,3,1,5,2,0,5
2605608,PE,Nordeste,1,2,1,3,1,5,2,0,5
2605707,PE,Nordeste,1,2,1,3,1,5,2,0,5
2605806,PE,Nordeste,1,2,1,3,1,5,2,0,5
2605905,PE,Nordeste,1,2,1,3,1,5,2,0,5
2606002,PE,Nordeste,1,0,1,3,1,3,4,1,4
2606101,PE,Nordeste,1,2,1,3,1,5,2,0,5
2606200,PE,Nordeste,0,0,0,1,0,2,4,1,1
2606309,PE,Nordeste,1,2,3,0,2,6,5,7,0
2606408,PE,Nordeste,1,2,1,3,1,5,2,0,5
2606507,PE,Nordeste,1,2,3,0,2,6,5,7,3
2606606,PE,Nordeste,1,2,1,3,1,5,2,0,5
2606705,PE,Nordeste,1,2,3,0,2,6,5,7,3
2606804,PE,Nordeste,1,0,1,3,1,3,4,1,4
2606903,PE,Nordeste,1,2,1,3,1,5,2,0,3
2607000,PE,Nordeste,1,2,1,3,1,5,2,0,5
2607109,PE,Nordeste,1,1,3,0,2,6,5,7,0
2607208,PE,Nordeste,0,0,0,1,0,2,6,6,1
2607307,PE,Nordeste,1,2,1,3,1,5,2,0,5
2607406,PE,Nordeste,1,2,3,0,2,6,5,7,0
2607505,PE,Nordeste,1,2,1,3,1,5,2,0,5
2607604,PE,Nordeste,1,2,1,3,1,5,2,0,5
2607653,PE,Nordeste,1,2,1,3,1,5,2,0,5
2607703,PE,Nordeste,1,2,1,3,1,5,2,0,5
2607752,PE,Nordeste,0,0,0,1,0,2,6,6,1
2607802,PE,Nordeste,1,2,1,3,1,5,2,0,5
2607901,PE,Nordeste,1,0,0,1,0,3,4,1,4
2607950,PE,Nordeste,1,2,1,3,1,5,2,0,5
2608008,PE,Nordeste,1,2,1,3,1,5,2,0,3
2608057,PE,Nordeste,1,2,1,3,1,5,2,0,3
2608107,PE,Nordeste,1,2,1,3,1,5,2,0,3
2608206,PE,Nordeste,1,2,3,0,2,6,5,7,3
2608255,PE,Nordeste,1,2,1,3,1,5,2,0,5
2608305,PE,Nordeste,1,2,1,3,1,5,2,0,5
2608404,PE,Nordeste,1,2,1,3,1,5,2,0,5
2608453,PE,Nordeste,1,2,1,3,1,5,2,0,5
2608503,PE,Nordeste,1,0,0,1,0,2,6,6,1
2608602,PE,Nordeste,1,2,1,3,1,5,2,0,5
2608701,PE,Nordeste,1,2,3,3,1,5,2,0,3
2608750,PE,Nordeste,1,2,1,3,1,5,2,0,5
2608800,PE,Nordeste,1,2,1,3,1,5,2,0,5
2608909,PE,Nordeste,1,2,1,3,1,5,2,0,5
2609006,PE,Nordeste,1,2,1,3,1,5,2,0,5
2609105,PE,Nordeste,1,2,1,3,1,5,2,0,5
2609154,PE,Nordeste,1,2,1,3,1,5,2,0,5
2609204,PE,Nordeste,1,2,3,0,2,6,5,7,3
2609303,PE,Nordeste,1,2,1,3,1,5,2,0,5
2609402,PE,Nordeste,1,2,1,3,1,5,2,0,5
2609501,PE,Nordeste,1,0,1,3,1,5,2,0,5
2609600,PE,Nordeste,1,0,1,3,1,3,4,1,4
2609709,PE,Nordeste,1,2,1,2,1,4,1,3,6
2609808,PE,Nordeste,1,2,1,3,1,5,2,0,5
2609907,PE,Nordeste,1,2,1,3,1,5,2,0,5
2610004,PE,Nordeste,1,2,1,3,1,5,2,0,5
2610103,PE,Nordeste,1,2,3,0,2,6,5,7,3
2610202,PE,Nordeste,1,2,1,3,1,5,2,0,5
2610301,PE,Nordeste,1,2,1,3,1,5,2,0,5
2610400,PE,Nordeste,1,2,1,3,1,5,2,0,5
2610509,PE,Nordeste,1,2,1,3,1,5,2,0,5
2610608,PE,Nordeste,1,2,1,3,1,5,2,0,6
2610707,PE,Nordeste,1,0,1,3,1,3,4,1,4
2610806,PE,Nordeste,1,2,1,3,1,5,2,0,5
2610905,PE,Nordeste,1,2,1,3,1,5,2,0,5
2611002,PE,Nordeste,1,0,0,1,0,2,6,6,1
2611101,PE,Nordeste,1,0,1,3,1,5,4,1,4
2611200,PE,Nordeste,1,2,3,0,2,6,5,7,3
2611309,PE,Nordeste,1,2,1,3,1,5,2,0,5
2611408,PE,Nordeste,1,2,3,0,2,6,5,7,3
2611507,PE,Nordeste,1,2,1,3,1,5,2,0,5
2611533,PE,Nordeste,1,2,1,3,1,5,2,0,5
2611606,PE,Nordeste,1,0,0,1,0,3,4,1,4
2611705,PE,Nordeste,1,2,1,3,1,5,2,0,5
2611804,PE,Nordeste,1,2,1,3,1,5,2,0,3
2611903,PE,Nordeste,1,2,1,3,1,5,2,0,5
2612000,PE,Nordeste,1,2,1,3,1,5,2,0,5
2612109,PE,Nordeste,1,2,1,3,1,5,2,0,3
2612208,PE,Nordeste,1,0,1,3,1,5,4,0,5
2612307,PE,Nordeste,1,2,1,3,2,6,5,7,3
2612406,PE,Nordeste,1,2,1,3,1,5,2,0,5
2612455,PE,Nordeste,1,2,3,0,2,6,5,7,3
2612471,PE,Nordeste,1,2,1,3,1,5,2,0,5
2612505,PE,Nordeste,1,0,1,3,1,3,4,1,4
2612554,PE,Nordeste,1,2,1,3,1,5,2,0,5
2612604,PE,Nordeste,1,2,1,3,1,5,2,0,5
2612703,PE,Nordeste,1,2,1,3,1,5,2,0,3
2612802,PE,Nordeste,1,2,1,3,1,5,2,0,5
2612901,PE,Nordeste,1,2,1,3,1,5,2,0,3
2613008,PE,Nordeste,1,2,1,2,3,4,1,3,6
2613107,PE,Nordeste,1,2,1,3,1,5,2,0,5
2613206,PE,Nordeste,1,2,1,3,1,5,2,0,5
2613305,PE,Nordeste,1,2,1,3,1,5,2,0,5
2613404,PE,Nordeste,1,2,1,3,1,5,2,0,5
2613503,PE,Nordeste,1,2,1,3,1,5,2,0,5
2613602,PE,Nordeste,1,2,1,3,1,5,2,0,5
2613701,PE,Nordeste,1,2,1,3,1,5,2,0,5
2613800,PE,Nordeste,1,2,1,3,1,5,0,4,0
2613909,PE,Nordeste,1,2,1,3,1,5,2,0,5
2614006,PE,Nordeste,1,2,3,0,2,6,5,7,3
2614105,PE,Nordeste,1,2,1,3,1,5,2,0,5
2614204,PE,Nordeste,1,2,1,3,1,5,2,0,5
2614303,PE,Nordeste,1,2,1,3,1,5,2,0,5
2614402,PE,Nordeste,1,2,3,0,2,6,5,7,0
2614501,PE,Nordeste,1,2,1,3,1,5,2,0,5
2614600,PE,Nordeste,1,2,1,3,1,5,2,0,5
2614709,PE,Nordeste,1,2,3,0,2,6,5,7,3
2614808,PE,Nordeste,1,2,1,3,1,5,2,0,5
2614857,PE,Nordeste,1,2,1,3,1,5,2,0,5
2615003,PE,Nordeste,1,2,1,3,1,5,2,0,5
2615102,PE,Nordeste,1,2,1,3,1,5,2,0,3
2615201,PE,Nordeste,1,2,1,3,1,5,2,0,5
2615300,PE,Nordeste,1,2,1,3,1,5,2,0,5
2615409,PE,Nordeste,1,0,1,3,1,5,2,0,5
2615508,PE,Nordeste,1,2,1,3,2,5,2,0,3
2615607,PE,Nordeste,1,2,1,3,1,5,2,0,5
2615706,PE,Nordeste,1,2,1,3,1,5,2,0,5
2615805,PE,Nordeste,1,2,1,3,1,5,2,0,5
2615904,PE,Nordeste,1,2,3,0,2,6,5,7,0
2616001,PE,Nordeste,1,2,1,3,1,5,2,0,5
2616100,PE,Nordeste,1,2,1,3,1,5,2,0,5
2616183,PE,Nordeste,1,2,1,3,1,5,2,0,5
2616209,PE,Nordeste,1,2,1,3,1,5,2,0,5
2616308,PE,Nordeste,0,1,1,3,1,3,0,4,8
2616407,PE,Nordeste,1,0,0,1,0,3,4,1,4
2616506,PE,Nordeste,1,2,3,0,2,6,5,7,3
2700102,AL,Nordeste,1,2,1,3,1,5,2,0,5
2700201,AL,Nordeste,1,2,1,3,1,5,2,0,5
2700300,AL,Nordeste,1,0,1,3,1,3,4,1,4
2700409,AL,Nordeste,1,2,1,3,1,5,1,3,6
2700508,AL,Nordeste,1,2,1,3,1,5,2,0,5
2700607,AL,Nordeste,0,1,2,2,3,4,1,4,6
2700706,AL,Nordeste,1,2,1,3,1,5,2,0,5
2700805,AL,Nordeste,1,1,2,2,3,4,1,3,6
2700904,AL,Nordeste,1,2,3,0,2,6,5,3,3
2701001,AL,Nordeste,0,1,2,2,3,4,0,4,6
2701100,AL,Nordeste,1,2,1,2,3,4,1,3,6
2701209,AL,Nordeste,1,2,3,0,2,6,5,7,0
2701308,AL,Nordeste,1,2,1,3,1,5,2,0,5
2701357,AL,Nordeste,1,2,3,0,5,0,7,8,9
2701407,AL,Nordeste,1,2,1,3,5,0,7,8,9
2701506,AL,Nordeste,1,2,3,0,2,6,5,7,3
2701605,AL,Nordeste,1,2,1,3,1,5,2,0,3
2701704,AL,Nordeste,1,2,3,0,5,0,7,8,9
2701803,AL,Nordeste,1,2,1,3,1,5,2,0,5
2701902,AL,Nordeste,1,2,1,2,3,4,1,3,6
2702009,AL,Nordeste,1,2,1,3,1,5,2,0,5
2702108,AL,Nordeste,1,2,1,3,1,5,2,3,6
2702207,AL,Nordeste,1,2,3,2,3,4,1,3,6
2702306,AL,Nordeste,1,0,1,3,1,3,4,3,6
2702355,AL,Nordeste,1,2,1,3,1,5,2,0,5
2702405,AL,Nordeste,1,2,1,3,1,5,2,0,5
2702504,AL,Nordeste,1,2,1,3,1,5,2,0,3
