id_municipio,populacao_2020,pib_por_habitante_2020,participacao_agropecuaria_2020,participacao_industria_2020,participacao_administracao_publica_2020,quantidade_escolas_anos_iniciais,proporcao_escolas_rurais,proporcao_internet_aprendizagem,proporcao_biblioteca_sala_leitura,proporcao_laboratorio_informatica,alunos_por_turma_anos_iniciais,razao_matriculas_docentes_anos_iniciais,proporcao_matriculas_integral_anos_iniciais,sigla_uf,regiao,capital_uf,amazonia_legal,n_redes_publicas,cluster_id,cluster_codigo,pca_1,pca_2,municipio,n_alunos,probabilidade_media_risco,taxa_risco_real,taxa_alfabetizacao_real,status_dominio_modelo
3135704,5207.0,21353.1784136739,0.3536704421591394,0.0705464196009667,0.2604805459456897,3.0,0.3333333333333333,0.6666666666666667,1.0,0.6666666666666666,15.333333333333334,11.925925925925926,0.0,MG,Sudeste,0,0,1,1,cluster_1,1.7544783631222545,-1.434862899294547,Jequitibá,55,0.3117975570697139,0.3272727272727272,0.6727272727272727,DOMINIO_FORTE
3135803,25474.0,9990.34309492031,0.0852105494432606,0.0482866689328679,0.4407816736172718,6.0,0.5,0.3333333333333333,0.8333333333333333,0.3888888888888888,18.008333333333333,15.33,0.0138387484957882,MG,Sudeste,0,0,2,2,cluster_2,-0.8475633550068151,-0.4556034833780887,Jequitinhonha,172,0.3974805914991796,0.3837209302325581,0.6162790697674418,DOMINIO_FORTE
3135902,4780.0,17045.18828451883,0.3601405326392183,0.0323763607688263,0.3043377912269679,2.0,0.5,0.5,0.5,0.0,23.066666666666663,19.22222222222222,0.0,MG,Sudeste,0,0,1,2,cluster_2,-0.4389459384088421,-1.013566792201387,Jesuânia,60,0.3573830127387165,0.1833333333333333,0.8166666666666667,DOMINIO_FORTE
3136009,15455.0,10359.75412487868,0.1242577206869234,0.0640766274494399,0.4658338734704299,6.0,0.3636363636363636,0.5,0.7272727272727273,0.6363636363636364,15.03529411764706,10.931666666666668,0.0,MG,Sudeste,0,0,2,1,cluster_1,-0.0299543625795719,-1.1532784653689017,Joaíma,133,0.4124532636351073,0.3834586466165413,0.6165413533834586,DOMINIO_FORTE
3136108,4476.0,23825.96067917784,0.0519956932282684,0.5593181579975417,0.2368819734923916,2.0,0.5,0.0,1.0,0.5,11.538461538461538,12.5,0.0,MG,Sudeste,0,0,1,1,cluster_1,1.6184759165269391,-0.3385142268743439,Joanésia,27,0.3031423038212616,0.1481481481481481,0.8518518518518519,DOMINIO_FORTE
3136207,80416.0,41465.59142459212,0.0011115439220184,0.431023855832112,0.1306683508036668,5.0,0.0,0.7,1.0,0.7,24.48972232239452,16.82604020183638,0.0919588061602593,MG,Sudeste,0,0,2,0,cluster_0,1.8582996838316617,3.028809820731959,João Monlevade,652,0.3612619628057409,0.1702453987730061,0.8297546012269938,DOMINIO_FORTE
3136306,47726.0,38706.910279512216,0.2677837332765024,0.2374037640150285,0.1365436433048724,8.5,0.25,0.6,0.8285714285714286,0.55,21.5902076318743,17.57360358677377,0.0294127428736133,MG,Sudeste,0,0,2,0,cluster_0,1.1538765924322356,1.6771796080593235,João Pinheiro,545,0.3481685866052383,0.2587155963302752,0.7412844036697248,DOMINIO_FORTE
3136405,4727.0,14118.045271842606,0.2668353288106096,0.0578822695264031,0.4294600125690897,1.0,0.0,1.0,1.0,1.0,22.09090909090909,16.2,0.0329218106995884,MG,Sudeste,0,0,1,1,cluster_1,1.7569312164233757,-0.9986898549160528,Joaquim Felício,41,0.3414072828390621,0.2926829268292683,0.7073170731707317,DOMINIO_FORTE
3136504,10842.0,8766.832687695996,0.1294717978976813,0.0367468694683013,0.50538691842042,2.0,0.0,1.0,1.0,1.0,20.5,16.4,0.0,MG,Sudeste,0,0,1,1,cluster_1,1.0188823803794866,-0.7212767949991449,Jordânia,86,0.3282614577736737,0.4418604651162791,0.5581395348837209,DOMINIO_FORTE
3136520,4487.0,10629.596612435926,0.2124932687129779,0.0241033925686591,0.5142272482498653,3.0,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,21.08333333333333,18.071428571428573,0.0,MG,Sudeste,0,0,1,2,cluster_2,-1.425042828118048,-1.5017655068817597,José Gonçalves de Minas,35,0.3993992484488793,0.2285714285714285,0.7714285714285715,DOMINIO_FORTE
3136553,5050.0,13906.138613861383,0.1288132497107715,0.170233818425379,0.4020580892650551,3.0,0.6666666666666666,0.0,1.0,0.3333333333333333,13.80952380952381,11.6,0.0,MG,Sudeste,0,0,1,1,cluster_1,0.0124824433127281,-1.652393798175238,José Raydan,33,0.3587495065476156,0.2121212121212121,0.7878787878787878,DOMINIO_FORTE
3136579,4889.0,10112.906524851707,0.2229712962197038,0.0220241541897592,0.5426007113905204,3.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,18.33333333333333,13.75,0.0227272727272727,MG,Sudeste,0,0,1,2,cluster_2,-1.5515884534524846,-2.063038375428259,Josenópolis,33,0.3919761868707853,0.0909090909090909,0.9090909090909092,DOMINIO_FORTE
3136603,5732.0,16139.218422889044,0.1822462504359958,0.1108126961981165,0.3276246948029299,3.0,0.0,0.3333333333333333,1.0,1.0,16.875,11.911764705882351,0.0765432098765432,MG,Sudeste,0,0,1,1,cluster_1,1.581983684182824,-0.9788920403664852,Nova União,70,0.3511234000418076,0.0714285714285714,0.9285714285714286,DOMINIO_FORTE
