candidate_id,fold,feature_set,model,raw_features,transformed_features,train_rows,validation_rows,train_municipalities,validation_municipalities,municipality_overlap,train_evaluation_rows,runtime_seconds,train_sample_pr_auc_risk,validation_pr_auc_risk,estimated_pr_auc_gap_train_validation,train_sample_roc_auc_literate,validation_roc_auc_literate,estimated_roc_auc_gap_train_validation,validation_accuracy,validation_balanced_accuracy,validation_precision_risk,validation_recall_risk,validation_f1_risk,validation_recall_literate,validation_actual_risk_rate,validation_predicted_risk_rate,n_estimators,max_depth,min_samples_split,min_samples_leaf,max_features,class_weight,criterion
8,3,enriched_uf,random_forest,18,45,1202247,300562,3896,975,0,250000,579.8459084999995,0.5787415847256511,0.5526942386991613,0.026047346026489726,0.6746378556975555,0.6519266170029153,0.0227112386946402,0.6313372948010727,0.5808541724473006,0.6059347966323172,0.2963475306394855,0.39802903211786694,0.8653608142551159,0.41127953633526526,0.2011465188546789,250,12.0,50,200,0.5,,gini
8,4,enriched_uf,random_forest,18,45,1202247,300562,3896,975,0,250000,268.65625400000135,0.5843059546373789,0.5566873591720779,0.027618595465300988,0.6776949894996431,0.6521224455972867,0.025572543902356415,0.6320692569253599,0.5903063606302833,0.6086404249483971,0.3356123496684947,0.43265373131265455,0.845000371592072,0.41801358787870724,0.23049820003859436,250,12.0,50,200,0.5,,gini
8,5,enriched_uf,random_forest,18,45,1202248,300561,3896,975,0,250000,271.7206787999967,0.581159295013487,0.5339497297628562,0.0472095652506308,0.6719548422254263,0.644368067712715,0.0275867745127113,0.6313460495540006,0.5831160443180456,0.5972333724448836,0.3134871433317936,0.4111579361325603,0.8527449453042978,0.41056224859512713,0.2155036747948004,250,12.0,50,200,0.5,,gini
9,1,enriched_uf,random_forest,18,45,1202247,300562,3899,972,0,250000,265.26344890000473,0.590431985377537,0.5282447891593869,0.062187196218150165,0.6838322114016867,0.6292229262911903,0.05460928511049645,0.5686613743587013,0.5824003792179318,0.4883080513418903,0.6661784838740489,0.5635411195949313,0.49862227456181474,0.4180036065770124,0.5702650368310033,250,16.0,100,150,sqrt,balanced_subsample,entropy
9,2,enriched_uf,random_forest,18,45,1202247,300562,3897,974,0,250000,330.3406363999966,0.5880165661848022,0.5439989892235078,0.04401757696129449,0.6855644986206041,0.6370881565657169,0.048476342054887156,0.584198933996979,0.5954501177889601,0.5063151557778162,0.6683688322724304,0.5761639264203158,0.5225314033054898,0.42285119210013244,0.55819098888083,250,16.0,100,150,sqrt,balanced_subsample,entropy
9,3,enriched_uf,random_forest,18,45,1202247,300562,3896,975,0,250000,563.7416679000016,0.5850690496836609,0.5517288384030964,0.033340211280564525,0.6823186786279086,0.650591523557756,0.03172715507015267,0.6118571209933391,0.6026921830420247,0.5268951113861386,0.5510415402661489,0.5386978785662033,0.6543428258179003,0.41127953633526526,0.43012756103565986,250,16.0,100,150,sqrt,balanced_subsample,entropy
9,4,enriched_uf,random_forest,18,45,1202247,300562,3896,975,0,250000,248.72341069999675,0.5906476130770919,0.5538266322652632,0.03682098081182872,0.6850129486557401,0.6501662973050399,0.0348466513507002,0.5982559338838576,0.6001370896222094,0.5164321141981532,0.6116094524789277,0.5600055386925041,0.5886647267654911,0.41801358787870724,0.49505260145993174,250,16.0,100,150,sqrt,balanced_subsample,entropy
9,5,enriched_uf,random_forest,18,45,1202248,300561,3896,975,0,250000,255.3446855000002,0.5882088238804699,0.5341403186814646,0.0540685051990053,0.680592743595758,0.6452750885451359,0.03531765505062212,0.5894610411863149,0.5942456158825653,0.5000228380521099,0.6209936871449525,0.5539811749056577,0.5674975446201781,0.41056224859512713,0.5098898393337792,250,16.0,100,150,sqrt,balanced_subsample,entropy
10,1,enriched_uf,random_forest,18,45,1202247,300562,3899,972,0,250000,314.78610249999474,0.5928270110123651,0.526711817367036,0.06611519364532914,0.6856420451179663,0.6287471554579038,0.05689488966006251,0.565999693906748,0.5822600566266767,0.4863430817824437,0.6814129708045464,0.5675851278243343,0.4831071424488069,0.4180036065770124,0.5856628582455533,250,16.0,200,50,log2,balanced_subsample,gini
10,2,enriched_uf,random_forest,18,45,1202247,300562,3897,974,0,250000,322.648606499999,0.5902841983606513,0.5410548313171331,0.04922936704351821,0.6873613862313092,0.635199475571369,0.052161910659940136,0.5833105981461396,0.5940631402558543,0.505549429475501,0.6637501672003966,0.5739478903377024,0.5243761133113121,0.42285119210013244,0.5551733086684278,250,16.0,200,50,log2,balanced_subsample,gini
10,3,enriched_uf,random_forest,18,45,1202247,300562,3896,975,0,250000,659.3329623999962,0.5878339382441247,0.5482932019567852,0.03954073628733945,0.6843185844339488,0.6508495172359632,0.03346906719798559,0.6120035134181966,0.6029177003271217,0.5270397675460966,0.5517129798163654,0.5390942110609168,0.654122420837878,0.41127953633526526,0.43053346730458275,250,16.0,200,50,log2,balanced_subsample,gini
10,4,enriched_uf,random_forest,18,45,1202247,300562,3896,975,0,250000,293.0562315999996,0.5929661398864983,0.5545638746815651,0.03840226520493317,0.6869330814754857,0.6507476082364709,0.036185473239014776,0.599656643221698,0.6009536431266086,0.5179810810993818,0.6088634898399382,0.5597573557928012,0.593043796413279,0.41801358787870724,0.49135619273228154,250,16.0,200,50,log2,balanced_subsample,gini
10,5,enriched_uf,random_forest,18,45,1202248,300561,3896,975,0,250000,301.15120669999305,0.5911196781725793,0.5338179346992966,0.05730174347328265,0.6827066816321113,0.645571721909323,0.03713495972278835,0.5953001221049969,0.5991679691352525,0.5058171781733665,0.6207910923103105,0.5574374106320972,0.5775448459601946,0.41056224859512713,0.5038844028333682,250,16.0,200,50,log2,balanced_subsample,gini
