feature_set,model,raw_features,transformed_features,oof_accuracy,oof_balanced_accuracy,oof_roc_auc_literate,oof_pr_auc_risk,oof_precision_risk,oof_recall_risk,oof_f1_risk,oof_recall_literate,oof_actual_risk_rate,oof_predicted_risk_rate,fold_mean_roc_auc_literate,fold_std_roc_auc_literate,fold_mean_pr_auc_risk,fold_std_pr_auc_risk,total_runtime_seconds,rank_pr_auc_risk
enriched_uf,hist_gradient_boosting,18,45,0.6225208925418999,0.5811977104852915,0.6421508469748177,0.5421682184663108,0.5805498176978636,0.3348097642720769,0.4246937519205474,0.8275856566985059,0.416142038010153,0.23999390474770912,0.6416812115933795,0.008999698163524457,0.5425782468431397,0.009262477983396718,69.36347950000345,1
enriched_uf,random_forest,18,45,0.6192357112580508,0.5689105276527249,0.6416946884675312,0.5404332337941484,0.5938996820911339,0.2688484798091407,0.3701405201203766,0.8689725754963091,0.416142038010153,0.1883805593392107,0.6411905431921644,0.0103881031010201,0.540829985032008,0.0108489835790063,564.4070652000082,2
enriched_uf,decision_tree,18,45,0.5635133939176569,0.5695112516806912,0.597792578190316,0.4951569613566222,0.4805910912258071,0.6052732569853305,0.5357739860298228,0.5337492463760518,0.416142038010153,0.5241038615020273,0.5974089972273943,0.0168243028547405,0.4960091066067896,0.0214450832706541,36.92652519999683,3
