candidate_id,fold,feature_set,model,raw_features,transformed_features,train_rows,validation_rows,train_municipalities,validation_municipalities,municipality_overlap,runtime_seconds,train_pr_auc_risk,validation_pr_auc_risk,pr_auc_gap_train_validation,train_roc_auc_literate,validation_roc_auc_literate,roc_auc_gap_train_validation,validation_accuracy,validation_balanced_accuracy,validation_precision_risk,validation_recall_risk,validation_f1_risk,validation_recall_literate,validation_actual_risk_rate,validation_predicted_risk_rate,learning_rate,max_iter,max_leaf_nodes,max_depth,min_samples_leaf,l2_regularization,max_bins
12,5,enriched_uf,hist_gradient_boosting,18,45,1202248,300561,3896,975,0,9.851434099997277,0.5881553832552884,0.5388070530049439,0.04934833025034446,0.6800404143303763,0.6502306477867322,0.02980976654364409,0.6288008091535495,0.5889200292663227,0.5753672489138606,0.36596730929748217,0.44737676335393883,0.8118727492351633,0.41056224859512713,0.26114166508628867,0.12383540411903858,123,31,,143,3.4166582909960423,127
13,1,enriched_uf,hist_gradient_boosting,18,45,1202247,300562,3899,972,0,37.27971100000286,0.5934155491947636,0.5285523908297016,0.06486315836506196,0.6855601682880473,0.6278219874056807,0.057738180882366597,0.6136504281978427,0.5767826421516205,0.5602716468590832,0.3519691808080487,0.43233836196361003,0.8015961034951923,0.4180036065770124,0.2625947391885867,0.05262881430997495,188,63,,28,0.06729728537157746,127
13,2,enriched_uf,hist_gradient_boosting,18,45,1202247,300562,3897,974,0,37.614744400001655,0.5910761274175811,0.5408605690462391,0.05021555837134195,0.6853528754704181,0.6331777767293153,0.05217509874110282,0.6170973043831223,0.5738814910767859,0.5957908509246406,0.29380060270825303,0.3935373038373576,0.8539623794453187,0.42285119210013244,0.20851937370658966,0.05262881430997495,188,63,,28,0.06729728537157746,127
13,3,enriched_uf,hist_gradient_boosting,18,45,1202247,300562,3896,975,0,37.64134080000076,0.5899345984749589,0.549103246341648,0.040831352133310905,0.684152340600053,0.6463038994497959,0.037848441150257095,0.6282131473705924,0.5837636422389305,0.5841581350500553,0.33326052663511707,0.42440132483761467,0.8342667578427438,0.41127953633526526,0.23463378604081686,0.05262881430997495,188,63,,28,0.06729728537157746,127
13,4,enriched_uf,hist_gradient_boosting,18,45,1202247,300562,3896,975,0,17.30291589999979,0.5900174686250763,0.5520396823236069,0.03797778630146942,0.6837158023387869,0.6500923332586986,0.033623469080088286,0.6262501580372768,0.5888748528888752,0.5859520363861898,0.3609388804431745,0.44671010830858343,0.8168108253345758,0.41801358787870724,0.25749096692196616,0.05262881430997495,188,63,,28,0.06729728537157746,127
13,5,enriched_uf,hist_gradient_boosting,18,45,1202248,300561,3896,975,0,17.566706600002362,0.5920242807968253,0.5348594513059408,0.05716482949088453,0.6833923012158111,0.6432270807566269,0.04016522045918414,0.6223695023639129,0.579136304375667,0.5674416069335805,0.337441956579875,0.42321159054990065,0.8208306521714589,0.41056224859512713,0.24415010596850556,0.05262881430997495,188,63,,28,0.06729728537157746,127
14,1,enriched_uf,hist_gradient_boosting,18,45,1202247,300562,3899,972,0,46.50512139999773,0.5934238447664902,0.531127152148932,0.062296692617558214,0.6856650777772904,0.6294232187975352,0.0562418589797552,0.6118305041888196,0.5759368195408607,0.5555211571087142,0.35706326212232165,0.43471309032942645,0.7948103769593999,0.4180036065770124,0.26867335192073516,0.04373658216581733,238,63,10.0,100,2.0736445177905036,255
14,2,enriched_uf,hist_gradient_boosting,18,45,1202247,300562,3897,974,0,46.89666950000537,0.5913315209800178,0.5410327831828152,0.05029873779720262,0.6854189930335757,0.632101719282334,0.05331727375124162,0.6089392537978853,0.5633357504343324,0.5816513134282443,0.2677802868765392,0.3667270101937458,0.8588912139921254,0.42285119210013244,0.1946719811553024,0.04373658216581733,238,63,10.0,100,2.0736445177905036,255
14,3,enriched_uf,hist_gradient_boosting,18,45,1202247,300562,3896,975,0,46.426799399996526,0.5902743091829228,0.5495749822958276,0.04069932688709521,0.6843851304350521,0.6471442494261878,0.03724088100886436,0.6325516865072763,0.5845407799983836,0.6022064299900695,0.31396675160781456,0.41274466535150456,0.8551148083889526,0.41127953633526526,0.21442497720936113,0.04373658216581733,238,63,10.0,100,2.0736445177905036,255
14,4,enriched_uf,hist_gradient_boosting,18,45,1202247,300562,3896,975,0,21.48089759999857,0.5901956694849234,0.5530778105437693,0.03711785894115416,0.6837766952470706,0.651165942991732,0.032610752255338604,0.6276375589728576,0.5919493938120427,0.5854007692977979,0.37430256528625666,0.45663488241120154,0.8095962223378287,0.41801358787870724,0.2672759696834597,0.04373658216581733,238,63,10.0,100,2.0736445177905036,255
14,5,enriched_uf,hist_gradient_boosting,18,45,1202248,300561,3896,975,0,21.957063300003938,0.5922955551561717,0.5378493075388645,0.05444624761730721,0.6833601008608993,0.646149053903612,0.037211046957287275,0.628255162845479,0.5883514286494682,0.5743300926338859,0.3652703830663133,0.4465425004953438,0.8114324742326232,0.41056224859512713,0.261115048193212,0.04373658216581733,238,63,10.0,100,2.0736445177905036,255
