candidate_id,fold,feature_set,model,raw_features,transformed_features,train_rows,validation_rows,train_municipalities,validation_municipalities,municipality_overlap,runtime_seconds,train_pr_auc_risk,validation_pr_auc_risk,pr_auc_gap_train_validation,train_roc_auc_literate,validation_roc_auc_literate,roc_auc_gap_train_validation,validation_accuracy,validation_balanced_accuracy,validation_precision_risk,validation_recall_risk,validation_f1_risk,validation_recall_literate,validation_actual_risk_rate,validation_predicted_risk_rate,learning_rate,max_iter,max_leaf_nodes,max_depth,min_samples_leaf,l2_regularization,max_bins
9,4,enriched_uf,hist_gradient_boosting,18,45,1202247,300562,3896,975,0,21.870167099994433,0.579772469843814,0.5525784841177533,0.027193985726060688,0.6744147723296429,0.6507613167468589,0.023653455582783978,0.625957373187562,0.5896537473942691,0.5833102196222799,0.3682534881684827,0.45148006655054473,0.8110540066200557,0.41801358787870724,0.26389896261004386,0.032022428000607145,263,31,,123,0.3058656666978526,255
9,5,enriched_uf,hist_gradient_boosting,18,45,1202248,300561,3896,975,0,44.72450299999764,0.5818995823170648,0.5397001866384779,0.04219939567858699,0.6740457815084295,0.6493546371766685,0.024691144331761006,0.6333988774325345,0.5894733857659991,0.5921884375479676,0.34390878370165073,0.4351231916006193,0.8350379878303473,0.41056224859512713,0.23843080106866826,0.032022428000607145,263,31,,123,0.3058656666978526,255
10,1,enriched_uf,hist_gradient_boosting,18,45,1202247,300562,3899,972,0,17.925540199998068,0.5783399088750705,0.528663352702623,0.049676556172447484,0.6711870023394813,0.6287690193126523,0.042417983026828976,0.6121166348374046,0.5728946944524356,0.5605122789192947,0.33372600210130854,0.41836169607711077,0.8120633868035626,0.4180036065770124,0.24887710355933218,0.0672064407782783,103,31,6.0,165,1.8453732926615927,255
10,2,enriched_uf,hist_gradient_boosting,18,45,1202247,300562,3897,974,0,8.572132799999963,0.5770833712397434,0.5393890032958648,0.03769436794387859,0.6714494205225188,0.6303015309144502,0.04114788960806859,0.6080043385391367,0.5621492746488259,0.579843653144156,0.26496345196037546,0.3637217892843835,0.8593350973372764,0.42285119210013244,0.19322469240955278,0.0672064407782783,103,31,6.0,165,1.8453732926615927,255
10,3,enriched_uf,hist_gradient_boosting,18,45,1202247,300562,3896,975,0,10.714890000002924,0.5743535320887966,0.5527654261525828,0.021588105936213742,0.6690608234506221,0.6487861924987549,0.020274630951867212,0.6307849961072923,0.5788721878244344,0.6087270600780861,0.2863082959187801,0.38944519025506724,0.8714360797300886,0.41127953633526526,0.19344095394627397,0.0672064407782783,103,31,6.0,165,1.8453732926615927,255
10,4,enriched_uf,hist_gradient_boosting,18,45,1202247,300562,3896,975,0,8.60441699999501,0.5742301343555223,0.5536111829084144,0.020618951447107903,0.6688878725283918,0.648580639645324,0.020307232883067794,0.6304256692462786,0.5915382310965721,0.5977258387144411,0.354380407357588,0.44495522865366166,0.8286960548355562,0.41801358787870724,0.24783239398194049,0.0672064407782783,103,31,6.0,165,1.8453732926615927,255
10,5,enriched_uf,hist_gradient_boosting,18,45,1202248,300561,3896,975,0,17.68124959999841,0.5774285326023633,0.538995248758944,0.038433283843419264,0.6687465384305722,0.6512204790205249,0.017526059410047257,0.6326536044263893,0.5902429639992708,0.5875658985802311,0.3531471081613303,0.44114878066064,0.8273388198372111,0.41056224859512713,0.24676188860164824,0.0672064407782783,103,31,6.0,165,1.8453732926615927,255
11,1,enriched_uf,hist_gradient_boosting,18,45,1202247,300562,3899,972,0,33.16738620000251,0.5986682556362055,0.5267587732597216,0.07190948237648387,0.6901411980978773,0.6295428320135709,0.060598366084306465,0.6077880770024154,0.5624587961332745,0.5604453870625663,0.28604858480053486,0.37877318718381114,0.8388690074660142,0.4180036065770124,0.21334699662632003,0.17831285136673095,194,63,6.0,59,2.1154290797261215,255
11,2,enriched_uf,hist_gradient_boosting,18,45,1202247,300562,3897,974,0,15.527838299996802,0.5962536804091241,0.5336193600719299,0.06263432033719418,0.6900885182553285,0.6246877721385289,0.06540074611679958,0.600228904518868,0.5576334821586701,0.5536628761506923,0.2815733360609947,0.37329967453893015,0.8336936282563455,0.42285119210013244,0.21504714501500521,0.17831285136673095,194,63,6.0,59,2.1154290797261215,255
11,3,enriched_uf,hist_gradient_boosting,18,45,1202247,300562,3896,975,0,29.83537459999934,0.5953560600950867,0.549031899975986,0.04632416011910068,0.6887250561856451,0.6457280500334193,0.04299700615222579,0.6311376687671761,0.5864278653524213,0.5911437109481119,0.33445779233911743,0.4272089442739494,0.8383979383657253,0.41127953633526526,0.23269408641145586,0.17831285136673095,194,63,6.0,59,2.1154290797261215,255
11,4,enriched_uf,hist_gradient_boosting,18,45,1202247,300562,3896,975,0,15.443978800001787,0.5955437224756267,0.5485947687219428,0.04694895375368391,0.6883728366657299,0.6462600796250068,0.04211275704072315,0.6206173767808306,0.5893974242906953,0.5654886123926948,0.3990003104131679,0.4678750093332338,0.7797945381682226,0.41801358787870724,0.29494413798151464,0.17831285136673095,194,63,6.0,59,2.1154290797261215,255
11,5,enriched_uf,hist_gradient_boosting,18,45,1202248,300561,3896,975,0,22.643380200002866,0.5977913580988029,0.5379084914063023,0.05988286669250065,0.6882514177158358,0.6450916893200653,0.043159728395770425,0.625739866449739,0.5883511807491948,0.5659617686531975,0.3793304645904748,0.45422258449535674,0.7973718969079148,0.41056224859512713,0.27517542196093303,0.17831285136673095,194,63,6.0,59,2.1154290797261215,255
12,1,enriched_uf,hist_gradient_boosting,18,45,1202247,300562,3899,972,0,19.573847200001183,0.5891688294672771,0.5277809039004138,0.061387925566863344,0.6818400257470995,0.629694872854159,0.052145152892940416,0.6105029910634079,0.5729561207080507,0.555014768203416,0.34400171925244355,0.42474423358525054,0.8019105221636578,0.4180036065770124,0.2590813209920083,0.12383540411903858,123,31,,143,3.4166582909960423,127
12,2,enriched_uf,hist_gradient_boosting,18,45,1202247,300562,3897,974,0,17.009590899993782,0.5867902395165343,0.5417384016616422,0.045051837854892085,0.6816181409616587,0.6335992902822505,0.048018850679408254,0.6158230248667497,0.5758602782500601,0.5843321048202211,0.3168624550525993,0.41090551040502826,0.8348581014475209,0.42285119210013244,0.22929711673465042,0.12383540411903858,123,31,,143,3.4166582909960423,127
12,3,enriched_uf,hist_gradient_boosting,18,45,1202247,300562,3896,975,0,19.5470706000051,0.5859729442185889,0.5520552244260338,0.03391771979255509,0.6805159804970567,0.6479588773618988,0.03255710313515792,0.6299399125637971,0.577687539007554,0.6074892849086397,0.2832099664280225,0.38631899538743353,0.8721651115870854,0.41127953633526526,0.19173747845702385,0.12383540411903858,123,31,,143,3.4166582909960423,127
12,4,enriched_uf,hist_gradient_boosting,18,45,1202247,300562,3896,975,0,9.562656200003403,0.5856575559388919,0.5502939708887398,0.035363585050152135,0.6793761472645456,0.6490876634676076,0.030288483796938048,0.6257610742542304,0.5904460176781122,0.5811249090527926,0.37507461854997254,0.4558989986939486,0.8058174168062519,0.41801358787870724,0.26979791191168545,0.12383540411903858,123,31,,143,3.4166582909960423,127
