feature_set,model,raw_features,transformed_features,oof_accuracy,oof_balanced_accuracy,oof_roc_auc_literate,oof_pr_auc_risk,oof_precision_risk,oof_recall_risk,oof_f1_risk,oof_recall_literate,oof_actual_risk_rate,oof_predicted_risk_rate,fold_mean_accuracy,fold_std_accuracy,fold_mean_balanced_accuracy,fold_std_balanced_accuracy,fold_mean_roc_auc_literate,fold_std_roc_auc_literate,fold_mean_pr_auc_risk,fold_std_pr_auc_risk,fold_mean_precision_risk,fold_std_precision_risk,fold_mean_recall_risk,fold_std_recall_risk,fold_mean_f1_risk,fold_std_f1_risk,fold_mean_recall_literate,fold_std_recall_literate,fold_mean_actual_risk_rate,fold_std_actual_risk_rate,fold_mean_predicted_risk_rate,fold_std_predicted_risk_rate,total_runtime_seconds
enriched_uf,hist_gradient_boosting,18,45,0.6225208925418999,0.5811977104852915,0.6421508469748177,0.5421682184663108,0.5805498176978636,0.3348097642720769,0.4246937519205474,0.8275856566985059,0.416142038010153,0.23999390474770912,0.622520897466776,0.011646938620383804,0.581271417874584,0.010615708451804826,0.6416812115933795,0.008999698163524457,0.5425782468431397,0.009262477983396718,0.5807059970665868,0.016712116980165816,0.3349664980812788,0.022850479131083172,0.42453181098241305,0.020314770279422627,0.8275763376678892,0.013236754645295406,0.41614203429724894,0.00516620889765755,0.23999391540376483,0.014222037865632217,69.36347950000345
